STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1221601 22/12/22 18   58.2  -0.1   6.9
1221601 22/12/22 12   58.3   0.3   7.4
1221601 22/12/22 06   58.0   0.0   4.0
1221601 22/12/22 00   58.0   0.0   2.9
1221601 21/12/22 18   58.0   0.2   2.0
1221601 21/12/22 12   57.8   0.2   0.9
1221601 21/12/22 06   57.6  -0.1  -1.4
1221601 21/12/22 00   57.7  -0.1  -1.4
1221601 20/12/22 18   57.8   0.0  -0.4
1221601 20/12/22 12   57.8   0.2  -0.4
1221601 20/12/22 06   57.6   0.1  -3.2
1221601 20/12/22 00   57.5  -0.1  -6.7
1221601 19/12/22 18   57.6   0.1  -2.7
1221601 19/12/22 12   57.5   0.0  -4.7
1221601 19/12/22 06   57.5  -0.1  -7.6
1221601 19/12/22 00   57.6   0.2  -8.0
1221601 18/12/22 18   57.4   0.0  -6.7
1221601 18/12/22 12   57.4   0.2  -6.9
1221601 18/12/22 06   57.2   0.0 -17.6
1221601 18/12/22 00   57.2   0.0 -18.9
1221601 17/12/22 18   57.2  -0.4 -12.7
1221601 17/12/22 12   57.6   0.0  -3.2
1221601 17/12/22 06   57.6   0.0  -4.2
1221601 17/12/22 00   57.6   0.0  -3.6
1221601 16/12/22 18   57.6  -0.1  -2.4
1221601 16/12/22 12   57.7   0.1  -1.4
1221601 16/12/22 06   57.6   0.2  -4.9
1221601 16/12/22 00   57.4   0.0  -5.4
1221601 15/12/22 18   57.4  -0.2  -4.9
1221601 15/12/22 12   57.6   0.2  -1.6
1221601 15/12/22 06   57.4   0.0  -9.6
1221601 15/12/22 00   57.4  -0.1  -6.7
1221601 14/12/22 18   57.5   0.0  -5.6
1221601 14/12/22 12   57.5   0.1  -4.9
1221601 14/12/22 06   57.4   0.1  -7.2
1221601 14/12/22 00   57.3   0.1 -11.4
1221601 13/12/22 18   57.2  -0.4  -9.4
1221601 13/12/22 12   57.6   0.4  -3.6
1221601 13/12/22 06   57.2   0.0 -14.4
1221601 13/12/22 00   57.2  -0.2 -12.2
1221601 12/12/22 18   57.4  -0.2  -6.7
1221601 12/12/22 12   57.6   0.1  -1.2
1221601 12/12/22 06   57.5   0.1  -6.2
1221601 12/12/22 00   57.4  -0.2  -6.4
1221601 11/12/22 18   57.6   0.0  -4.4
1221601 11/12/22 12   57.6   0.0  -1.6
1221601 11/12/22 06   57.6  -0.1  -2.9
1221601 11/12/22 00   57.7  -0.1  -2.7
1221601 10/12/22 18   57.8   0.0  -0.4
1221601 10/12/22 12   57.8   0.0   0.4
1221601 10/12/22 06   57.8   0.0  -0.7
1221601 10/12/22 00   57.8   0.1  -0.4
1221601 09/12/22 18   57.7  -0.1  -0.4
1221601 09/12/22 12   57.8   0.2   1.6
1221601 09/12/22 06   57.6  -0.1  -7.4
1221601 09/12/22 00   57.7  -0.1  -2.7
1221601 08/12/22 18   57.8  -0.2   0.9
1221601 08/12/22 12   58.0   0.2   2.4
1221601 08/12/22 06   57.8   0.0   0.4
1221601 08/12/22 00   57.8   0.0   0.7
1221601 07/12/22 18   57.8  -0.2   1.4
1221601 07/12/22 12   58.0   0.1   2.4
1221601 07/12/22 06   57.9  -0.1  -0.4
1221601 07/12/22 00   58.0   0.0   1.6
1221601 06/12/22 18   58.0  -0.1   2.2
1221601 06/12/22 12   58.1   0.1   3.2
1221601 06/12/22 06   58.0   0.0   2.4
1221601 06/12/22 00   58.0  -0.2   2.2
1221601 05/12/22 18   58.2   0.0   3.2
1221601 05/12/22 12   58.2   0.2   3.6
1221601 05/12/22 06   58.0  -0.2   3.2
1221601 05/12/22 00   58.2   0.0   3.6
1221601 04/12/22 18   58.2   0.0   4.2
1221601 04/12/22 12   58.2   0.2   3.4
1221601 04/12/22 06   58.0   0.0   1.4
1221601 04/12/22 00   58.0   0.0   0.7
1221601 03/12/22 18   58.0   0.0   0.2
1221601 03/12/22 12   58.0   0.1   0.7
1221601 03/12/22 06   57.9   0.1  -0.9
1221601 03/12/22 00   57.8   0.0  -0.9
1221601 02/12/22 18   57.8   0.0  -0.7
1221601 02/12/22 12   57.8   0.0  -0.4
1221601 02/12/22 06   57.8   0.0  -0.4
1221601 02/12/22 00   57.8  -0.1   0.2
1221601 01/12/22 18   57.9  -0.1   2.0
1221601 01/12/22 12   58.0   0.1   3.4
1221601 01/12/22 06   57.9   0.1   0.4
1221601 01/12/22 00   57.8  -0.2  -0.4
1221601 30/11/22 18   58.0   0.0   1.6
1221601 30/11/22 12   58.0   0.0   1.6
1221601 30/11/22 06   58.0   0.0   0.9
1221601 30/11/22 00   58.0   0.0   1.6
1221601 29/11/22 18   58.0  -0.2   2.4
1221601 29/11/22 12   58.2   0.2   3.2
1221601 29/11/22 06   58.0   0.0   0.9
1221601 29/11/22 00   58.0   0.0   0.7
1221601 28/11/22 18   58.0   0.0   1.2
1221601 28/11/22 12   58.0   0.0   1.2
1221601 28/11/22 06   58.0   0.0  -0.9
1221601 28/11/22 00   58.0   0.1   0.0
1221601 27/11/22 18   57.9  -0.3   0.0
1221601 27/11/22 12   58.2   0.1   1.4
1221601 27/11/22 06   58.1   0.1  -2.4
1221601 27/11/22 00   58.0  -0.2  -2.2
1221601 26/11/22 18   58.2  -0.4   2.7
1221601 26/11/22 12   58.6   0.2   8.4
1221601 26/11/22 06   58.4   0.0   3.6
1221601 26/11/22 00   58.4   0.0   4.4
1221601 25/11/22 18   58.4   0.0   4.2
1221601 25/11/22 12   58.4   0.2   4.7
1221601 25/11/22 06   58.2   0.0   0.4
1221601 25/11/22 00   58.2   0.0   1.4
1221601 24/11/22 18   58.2  -0.4   2.4
1221601 24/11/22 12   58.6   0.2   6.9
1221601 24/11/22 06   58.4   0.2   2.4
1221601 24/11/22 00   58.2  -0.1   0.7
1221601 23/11/22 18   58.3  -0.1   2.7
1221601 23/11/22 12   58.4   0.1   4.2
1221601 23/11/22 06   58.3   0.0   2.2
1221601 23/11/22 00   58.3   0.1   1.6
1221601 22/11/22 18   58.2   0.0   1.4
1221601 22/11/22 12   58.2   0.2   0.9
1221601 22/11/22 06   58.0   0.0  -2.2
1221601 22/11/22 00   58.0  -0.2  -1.4
1221601 21/11/22 18   58.2  -0.2   3.6
1221601 21/11/22 12   58.4   0.1   4.7
1221601 21/11/22 06   58.3   0.1   2.4
1221601 21/11/22 00   58.2   0.0   0.7
1221601 20/11/22 18   58.2   0.0  -0.2
1221601 20/11/22 12   58.2   0.2   0.4
1221601 20/11/22 06   58.0   0.1  -2.9
1221601 20/11/22 00   57.9  -0.1  -4.7
1221601 19/11/22 18   58.0  -0.1  -2.0
1221601 19/11/22 12   58.1   0.1  -0.9
1221601 19/11/22 06   58.0   0.0  -3.2
1221601 19/11/22 00   58.0  -0.2  -2.0
1221601 18/11/22 18   58.2  -0.2   2.0
1221601 18/11/22 12   58.4   0.1   5.4
1221601 18/11/22 06   58.3   0.1   4.2
1221601 18/11/22 00   58.2  -0.2   4.4
1221601 17/11/22 18   58.4   0.0   5.4
1221601 17/11/22 12   58.4   0.2   6.2
1221601 17/11/22 06   58.2  -0.2   2.9
1221601 17/11/22 00   58.4   0.1   4.4
1221601 16/11/22 18   58.3  -0.1   4.7
1221601 16/11/22 12   58.4   0.2   4.7
1221601 16/11/22 06   58.2   0.0   2.2
1221601 16/11/22 00   58.2  -0.1   2.9
1221601 15/11/22 18   58.3  -0.1   4.4
1221601 15/11/22 12   58.4   0.2   5.2
1221601 15/11/22 06   58.2   0.0   2.9
1221601 15/11/22 00   58.2  -0.1   4.7
1221601 14/11/22 18   58.3  -0.1   5.6
1221601 14/11/22 12   58.4   0.2   8.0
1221601 14/11/22 06   58.2   0.0   2.0
1221601 14/11/22 00   58.2   0.0   5.2
1221601 13/11/22 18   58.2  -0.1   3.2
1221601 13/11/22 12   58.3   0.2   6.4
1221601 13/11/22 06   58.1   0.1  -1.2
1221601 13/11/22 00   58.0   0.0   0.0
1221601 12/11/22 18   58.0  -0.4   4.7
1221601 12/11/22 12   58.4   0.2  10.4
1221601 12/11/22 06   58.2   0.0  -0.7
1221601 12/11/22 00   58.2  -0.2   1.2
1221601 11/11/22 18   58.4  -0.1   8.0
1221601 11/11/22 12   58.5   0.3  10.0
1221601 11/11/22 06   58.2   0.1  -0.4
1221601 11/11/22 00   58.1  -0.1   1.4
1221601 10/11/22 18   58.2  -0.4   8.2
1221601 10/11/22 12   58.6   0.2  11.6
1221601 10/11/22 06   58.4  -0.1   6.9
1221601 10/11/22 00   58.5   0.2   8.7
1221601 09/11/22 18   58.3  -0.3   7.4
1221601 09/11/22 12   58.6   0.2  12.2
1221601 09/11/22 06   58.4   0.2   3.6
1221601 09/11/22 00   58.2  -0.1   4.9
1221601 08/11/22 18   58.3  -0.3   7.4
1221601 08/11/22 12   58.6   0.4  13.4
1221601 08/11/22 06   58.2  -0.2   1.2
1221601 08/11/22 00   58.4  -0.2   4.2
1221601 07/11/22 18   58.6  -0.2   9.6
1221601 07/11/22 12   58.8   0.2  13.2
1221601 07/11/22 06   58.6   0.2   4.4
1221601 07/11/22 00   58.4   0.0   2.4
1221601 06/11/22 18   58.4  -0.4   4.4
1221601 06/11/22 12   58.8   0.2   7.4
1221601 06/11/22 06   58.6   0.0   3.2
1221601 06/11/22 00   58.6  -0.1   2.4
1221601 05/11/22 18   58.7  -0.1   5.6
1221601 05/11/22 12   58.8   0.4   8.4
1221601 05/11/22 06   58.4  -0.2   0.2
1221601 05/11/22 00   58.6   0.0   5.4
1221601 04/11/22 18   58.6  -0.2   6.9
1221601 04/11/22 12   58.8   0.2   9.2
1221601 04/11/22 06   58.6   0.2   6.0
1221601 04/11/22 00   58.4   0.0   4.4
1221601 03/11/22 18   58.4  -0.2   5.4
1221601 03/11/22 12   58.6   0.4   8.9
1221601 03/11/22 06   58.2   0.0  -2.0
1221601 03/11/22 00   58.2  -0.1   0.4
1221601 02/11/22 18   58.3  -0.5   8.4
1221601 02/11/22 12   58.8   0.2  12.9
1221601 02/11/22 06   58.6   0.2   6.4
1221601 02/11/22 00   58.4  -0.4   6.9
1221601 01/11/22 18   58.8   0.2  13.2
1221601 01/11/22 12   58.6   0.3  10.0
1221601 01/11/22 06   58.3   0.1   5.6
1221601 01/11/22 00   58.2  -0.2   7.4
1221601 31/10/22 18   58.4  -0.6  15.4
1221601 31/10/22 12   59.0   0.5  16.9
1221601 31/10/22 06   58.5   0.1   4.4
1221601 30/10/22 23   58.4  -0.2   6.7
1221601 30/10/22 17   58.6  -0.4  16.0
1221601 30/10/22 11   59.0   0.4  14.7
1221601 30/10/22 05   58.6   0.0   7.4
1221601 30/10/22 00   58.6  -0.2  10.2
1221601 29/10/22 18   58.8  -0.4  17.6
1221601 29/10/22 12   59.2   0.6  19.2
1221601 29/10/22 06   58.6  -0.2   8.2
1221601 29/10/22 00   58.8  -0.2  10.7
1221601 28/10/22 18   59.0  -0.2  16.7
1221601 28/10/22 12   59.2   0.5  15.6
1221601 28/10/22 06   58.7   0.1   6.2
1221601 28/10/22 00   58.6  -0.2   7.4
1221601 27/10/22 18   58.8  -0.5  15.2
1221601 27/10/22 12   59.3   0.4  14.9
1221601 27/10/22 06   58.9  -0.1   6.2
1221601 27/10/22 00   59.0  -0.2   8.2
1221601 26/10/22 18   59.2   0.1  12.2
1221601 26/10/22 12   59.1   0.4   9.6
1221601 26/10/22 06   58.7   0.1   3.2
1221601 26/10/22 00   58.6  -0.4   4.0
1221601 25/10/22 18   59.0  -0.2  13.4
1221601 25/10/22 12   59.2   0.2  14.7
1221601 25/10/22 06   59.0  -0.1   8.2
1221601 25/10/22 00   59.1  -0.1  12.0
1221601 24/10/22 18   59.2  -0.1  13.6
1221601 24/10/22 12   59.3   0.3  14.2
1221601 24/10/22 06   59.0   0.2  10.2
1221601 24/10/22 00   58.8   0.0   9.2
1221601 23/10/22 18   58.8  -0.4  12.2
1221601 23/10/22 12   59.2   0.4  14.4
1221601 23/10/22 06   58.8   0.0   5.6
1221601 23/10/22 00   58.8  -0.2   6.7
1221601 22/10/22 18   59.0  -0.4  14.4
1221601 22/10/22 12   59.4   0.2  12.9
1221601 22/10/22 06   59.2   0.1   7.6
1221601 22/10/22 00   59.1  -0.1   6.9
1221601 21/10/22 18   59.2   0.2   9.6
1221601 21/10/22 12   59.0   0.0   8.0
1221601 21/10/22 06   59.0   0.0   5.4
1221601 21/10/22 00   59.0   0.2   4.7
1221601 20/10/22 18   58.8  -0.4   5.4
1221601 20/10/22 12   59.2   0.4  10.0
1221601 20/10/22 06   58.8   0.0  -1.2
1221601 20/10/22 00   58.8  -0.2   2.9
1221601 19/10/22 18   59.0  -0.3  11.2
1221601 19/10/22 12   59.3   0.1  13.6
1221601 19/10/22 06   59.2  -0.1   8.2
1221601 19/10/22 00   59.3  -0.1  10.7
1221601 18/10/22 18   59.4   0.0  15.4
1221601 18/10/22 12   59.4   0.3  13.2
1221601 18/10/22 06   59.1   0.1   8.0
1221601 18/10/22 00   59.0  -0.2  10.2
1221601 17/10/22 18   59.2  -0.2  16.4
1221601 17/10/22 12   59.4   0.4  14.2
1221601 17/10/22 06   59.0   0.0   8.4
1221601 17/10/22 00   59.0  -0.2  12.0
1221601 16/10/22 18   59.2  -0.6  20.0
1221601 16/10/22 12   59.8   0.1  18.9
1221601 16/10/22 06   59.7   0.0  14.0
1221601 16/10/22 00   59.7   0.1  14.0
1221601 15/10/22 18   59.6   0.0  16.4
1221601 15/10/22 12   59.6   0.2  13.6
1221601 15/10/22 06   59.4   0.1  12.2
1221601 15/10/22 00   59.3   0.1  12.2
1221601 14/10/22 18   59.2  -0.4  14.9
1221601 14/10/22 12   59.6   0.2  14.2
1221601 14/10/22 06   59.4   0.2   9.6
1221601 14/10/22 00   59.2   1.8   9.2
1221601 13/10/22 18   57.4  -0.2  14.4
1221601 13/10/22 12   57.6   0.2  15.6
1221601 13/10/22 06   57.4   0.2   5.4
1221601 13/10/22 00   57.2  -0.2   5.2
1221601 12/10/22 18   57.4  -0.4  15.2
1221601 12/10/22 12   57.8   0.2  14.4
1221601 12/10/22 06   57.6   0.0   6.0
1221601 12/10/22 00   57.6  -0.1   6.2
1221601 11/10/22 18   57.7  -0.1  12.0
1221601 11/10/22 12   57.8   0.2  11.4
1221601 11/10/22 06   57.6   0.2   8.0
1221601 11/10/22 00   57.4   0.0   7.2
1221601 10/10/22 18   57.4  -0.2  14.7
1221601 10/10/22 12   57.6   0.2  13.6
1221601 10/10/22 06   57.4   0.1   3.2
1221601 10/10/22 00   57.3   0.1   6.2
1221601 09/10/22 18   57.2  -0.6  12.9
1221601 09/10/22 12   57.8   0.2  14.4
1221601 09/10/22 06   57.6   0.2   0.4
1221601 09/10/22 00   57.4  -0.2   4.9
1221601 08/10/22 18   57.6  -0.4  14.9
1221601 08/10/22 12   58.0   0.2  14.0
1221601 08/10/22 06   57.8   0.4   8.9
1221601 08/10/22 00   57.4  -0.2   6.4
1221601 07/10/22 18   57.6  -0.4  15.6
1221601 07/10/22 12   58.0   0.4  13.4
1221601 07/10/22 06   57.6   0.0   4.0
1221601 07/10/22 00   57.6   0.0   4.7
1221601 06/10/22 18   57.6  -0.4  16.7
1221601 06/10/22 12   58.0   0.0  17.2
1221601 06/10/22 06   58.0   0.4   8.4
1221601 06/10/22 00   57.6  -0.2   8.7
1221601 05/10/22 18   57.8  -0.1  17.2
1221601 05/10/22 12   57.9   0.2  16.2
1221601 05/10/22 06   57.7   0.2   2.2
1221601 05/10/22 00   57.5  -0.2   4.4
1221601 04/10/22 18   57.7  -0.5  16.0
1221601 04/10/22 12   58.2   0.1  16.0
1221601 04/10/22 06   58.1   0.0   9.6
1221601 04/10/22 00   58.1   0.0  10.7
1221601 03/10/22 18   58.1  -0.3  12.7
1221601 03/10/22 12   58.4   0.0  12.4
1221601 03/10/22 06   58.4   0.1   9.2
1221601 03/10/22 00   58.3  -0.1   7.4
1221601 02/10/22 18   58.4   0.0  12.9
1221601 02/10/22 12   58.4   0.1  12.2
1221601 02/10/22 06   58.3   0.1   6.7
1221601 02/10/22 00   58.2   0.0   8.2
1221601 01/10/22 18   58.2   0.0  10.2
1221601 01/10/22 12   58.2   0.4  11.2
1221601 01/10/22 06   57.8   0.1   2.4
1221601 01/10/22 00   57.7  -0.1   5.4
1221601 30/09/22 18   57.8  -0.3  13.2
1221601 30/09/22 12   58.1   0.2  12.7
1221601 30/09/22 06   57.9   0.1   7.4
1221601 30/09/22 00   57.8   0.0   8.7
1221601 29/09/22 18   57.8  -0.4  13.4
1221601 29/09/22 12   58.2   0.2  13.6
1221601 29/09/22 06   58.0   0.2   1.4
1221601 29/09/22 00   57.8  -0.2   2.0
1221601 28/09/22 18   58.0  -0.2  10.9
1221601 28/09/22 12   58.2   0.2   8.7
1221601 28/09/22 06   58.0   0.1   6.2
1221601 28/09/22 00   57.9   0.0   6.9
1221601 27/09/22 18   57.9  -0.1  10.7
1221601 27/09/22 12   58.0  -0.1  10.9
1221601 27/09/22 06   58.1   0.1   9.4
1221601 27/09/22 00   58.0   0.0   8.7
1221601 26/09/22 18   58.0  -0.2  14.7
1221601 26/09/22 12   58.2   0.0  14.4
1221601 26/09/22 06   58.2   0.2   9.2
1221601 26/09/22 00   58.0   0.0   9.2
1221601 25/09/22 18   58.0  -0.2  16.2
1221601 25/09/22 12   58.2   0.2  18.0
1221601 25/09/22 06   58.0   0.1   8.2
1221601 25/09/22 00   57.9   0.1   9.4
1221601 24/09/22 18   57.8  -0.5  16.7
1221601 24/09/22 12   58.3   0.3  16.4
1221601 24/09/22 06   58.0   0.1   3.4
1221601 24/09/22 00   57.9   0.0   4.4
1221601 23/09/22 18   57.9  -0.5  15.6
1221601 23/09/22 12   58.4   0.2  15.4
1221601 23/09/22 06   58.2   0.2   0.2
1221601 23/09/22 00   58.0  -0.1   3.4
1221601 22/09/22 18   58.1  -0.5  14.2
1221601 22/09/22 12   58.6   0.2  13.2
1221601 22/09/22 06   58.4   0.1   3.6
1221601 22/09/22 00   58.3  -0.1   4.7
1221601 21/09/22 18   58.4  -0.3  14.2
1221601 21/09/22 12   58.7   0.0  13.2
1221601 21/09/22 06   58.7   0.1   4.2
1221601 21/09/22 00   58.6   0.0   4.9
1221601 20/09/22 18   58.6  -0.1  10.2
1221601 20/09/22 12   58.7  -0.1  12.4
1221601 20/09/22 06   58.8   0.1   7.6
1221601 20/09/22 00   58.7  -0.1   8.4
1221601 19/09/22 18   58.8   0.0  12.0
1221601 19/09/22 12   58.8   0.0  11.6
1221601 19/09/22 06   58.8   0.0   6.4
1221601 19/09/22 00   58.8   0.2   6.9
1221601 18/09/22 18   58.6   0.0  10.7
1221601 18/09/22 12   58.6   0.0  12.4
1221601 18/09/22 06   58.6  -0.2   8.2
1221601 18/09/22 00   58.8   0.0   8.0
1221601 17/09/22 18   58.8  -0.2  11.6
1221601 17/09/22 12   59.0   0.0  10.9
1221601 17/09/22 06   59.0   0.4   6.9
1221601 17/09/22 00   58.6   0.0   6.4
1221601 16/09/22 18   58.6  -0.4  14.0
1221601 16/09/22 12   59.0   0.2  15.6
1221601 16/09/22 06   58.8  -0.1  10.7
1221601 16/09/22 00   58.9  -0.1  10.4
1221601 15/09/22 18   59.0  -0.1  15.6
1221601 15/09/22 15   59.1   0.0  16.9
1221601 15/09/22 12   59.1  -0.1  15.4
1221601 15/09/22 09   59.2   0.1  15.6
1221601 15/09/22 06   59.1   0.0  15.6
1221601 15/09/22 03   59.1   0.1  16.0
1221601 15/09/22 00   59.0   0.0  16.7
1221601 14/09/22 21   59.0   0.0  17.6
1221601 14/09/22 18   59.0   0.0  19.2
1221601 14/09/22 15   59.0   0.1  18.4
1221601 14/09/22 12   58.9   0.1  16.9
1221601 14/09/22 09   58.8   0.0  15.2
1221601 14/09/22 06   58.8   0.1  14.7
1221601 14/09/22 03   58.7   0.1  14.9
1221601 14/09/22 00   58.6   0.0  14.4
1221601 13/09/22 21   58.6   0.0  16.9
1221601 13/09/22 18   58.6  -0.2  22.4
1221601 13/09/22 15   58.8   0.0  22.7
1221601 13/09/22 12   58.8  -0.1  18.7
1221601 13/09/22 09   58.9   0.1  10.7
1221601 13/09/22 06   58.8   0.2   6.0
1221601 13/09/22 03   58.6   0.0   7.4
1221601 13/09/22 00   58.6   0.0   9.6
1221601 12/09/22 21   58.6   0.0  15.2
1221601 12/09/22 18   58.6  -0.3  20.2
1221601 12/09/22 15   58.9  -0.1  22.0
1221601 12/09/22 12   59.0  -0.1  20.2
1221601 12/09/22 09   59.1   0.2  10.4
1221601 12/09/22 06   58.9   0.0   7.2
1221601 12/09/22 03   58.9   0.1   8.9
1221601 12/09/22 00   58.8   0.0   9.4
1221601 11/09/22 21   58.8  -0.1  14.0
1221601 11/09/22 18   58.9  -0.1  18.4
1221601 11/09/22 15   59.0  -0.1  18.4
1221601 11/09/22 12   59.1  -0.1  19.6
1221601 11/09/22 09   59.2   0.1  14.4
1221601 11/09/22 06   59.1   0.0  12.9
1221601 11/09/22 03   59.1   0.1  12.9
1221601 11/09/22 00   59.0   0.0  12.7
1221601 10/09/22 21   59.0   0.0  14.2
1221601 10/09/22 18   59.0   0.0  17.6
1221601 10/09/22 15   59.0  -0.1  18.2
1221601 10/09/22 12   59.1  -0.1  18.0
1221601 10/09/22 09   59.2   0.0  12.7
1221601 10/09/22 06   59.2   0.1   9.2
1221601 10/09/22 03   59.1   0.1  10.4
1221601 10/09/22 00   59.0   0.2  12.2
1221601 09/09/22 21   58.8   0.0  14.7
1221601 09/09/22 18   58.8  -0.1  20.7
1221601 09/09/22 15   58.9  -0.3  22.0
1221601 09/09/22 12   59.2  -0.2  21.4
1221601 09/09/22 09   59.4   0.0  14.2
1221601 09/09/22 06   59.4   0.2   8.9
1221601 09/09/22 03   59.2   0.1   9.4
1221601 09/09/22 00   59.1   0.1  10.9
1221601 08/09/22 21   59.0  -0.2  14.4
1221601 08/09/22 18   59.2  -0.1  19.2
1221601 08/09/22 15   59.3  -0.1  19.6
1221601 08/09/22 12   59.4   0.2  17.2
1221601 08/09/22 09   59.2   0.0  15.6
1221601 08/09/22 06   59.2   0.2  14.7
1221601 08/09/22 03   59.0   0.0  14.2
1221601 08/09/22 00   59.0   0.0  14.9
1221601 07/09/22 21   59.0   0.2  19.4
1221601 07/09/22 18   58.8  -0.4  25.6
1221601 07/09/22 15   59.2  -0.2  26.7
1221601 07/09/22 12   59.4   0.0  20.2
1221601 07/09/22 09   59.4   0.0  15.2
1221601 07/09/22 06   59.4   0.2  14.0
1221601 07/09/22 03   59.2   0.1  14.4
1221601 07/09/22 00   59.1   0.1  12.9
1221601 06/09/22 21   59.0   0.0  16.7
1221601 06/09/22 18   59.0   0.0  21.6
1221601 06/09/22 15   59.0  -0.2  26.4
1221601 06/09/22 12   59.2  -0.2  24.9
1221601 06/09/22 09   59.4   0.2  15.4
1221601 06/09/22 06   59.2   0.0  10.4
1221601 06/09/22 03   59.2   0.2  12.0
1221601 06/09/22 00   59.0   0.0  14.0
1221601 05/09/22 21   59.0   0.0  18.9
1221601 05/09/22 18   59.0  -0.2  24.2
1221601 05/09/22 15   59.2  -0.2  25.2
1221601 05/09/22 12   59.4  -0.2  21.4
1221601 05/09/22 09   59.6   0.2  15.4
1221601 05/09/22 06   59.4   0.2  10.7
1221601 05/09/22 03   59.2   0.1  12.0
1221601 05/09/22 00   59.1   0.1  14.4
1221601 04/09/22 21   59.0   0.0  19.2
1221601 04/09/22 18   59.0   0.0  23.6
1221601 04/09/22 15   59.0  -0.2  24.9
1221601 04/09/22 12   59.2  -0.2  23.6
1221601 04/09/22 09   59.4   0.1  16.0
1221601 04/09/22 06   59.3   0.1  14.2
1221601 04/09/22 03   59.2   0.2  14.9
1221601 04/09/22 00   59.0   0.1  16.7
1221601 03/09/22 21   58.9  -0.1  17.4
1221601 03/09/22 18   59.0   0.0  21.4
1221601 03/09/22 15   59.0  -0.6  24.0
1221601 03/09/22 12   59.6   0.0  19.4
1221601 03/09/22 09   59.6   0.1  12.4
1221601 03/09/22 06   59.5   0.2   5.4
1221601 03/09/22 03   59.3   0.0   9.6
1221601 03/09/22 00   59.3   0.1  12.0
1221601 02/09/22 21   59.2   0.0  14.7
1221601 02/09/22 18   59.2  -0.2  19.6
1221601 02/09/22 15   59.4  -0.3  22.0
1221601 02/09/22 12   59.7  -0.2  20.9
1221601 02/09/22 09   59.9   0.1  14.2
1221601 02/09/22 06   59.8   0.0   7.4
1221601 02/09/22 03   59.8   0.1  11.2
1221601 02/09/22 00   59.7   0.1  10.9
1221601 01/09/22 21   59.6   0.0  14.9
1221601 01/09/22 18   59.6  -0.2  19.6
1221601 01/09/22 15   59.8  -0.2  20.7
1221601 01/09/22 12   60.0  -0.1  20.7
1221601 01/09/22 09   60.1   0.1  14.2
1221601 01/09/22 06   60.0   0.0  10.9
1221601 01/09/22 03   60.0   0.0  13.4
1221601 01/09/22 00   60.0   0.0  15.4
1221601 31/08/22 21   60.0   0.0  17.2
1221601 31/08/22 18   60.0  -0.1  19.6
1221601 31/08/22 15   60.1  -0.1  19.6
1221601 31/08/22 12   60.2   0.0  19.4
1221601 31/08/22 09   60.2   0.1  16.4
1221601 31/08/22 06   60.1   0.0  14.2
1221601 31/08/22 03   60.1   0.1  14.0
1221601 31/08/22 00   60.0   0.0  16.4
1221601 30/08/22 21   60.0   0.1  18.2
1221601 30/08/22 18   59.9  -0.1  23.6
1221601 30/08/22 15   60.0  -0.4  26.4
1221601 30/08/22 12   60.4  -0.2  23.4
1221601 30/08/22 09   60.6   0.0  15.6
1221601 30/08/22 06   60.6   0.1  11.4
1221601 30/08/22 03   60.5   0.1  12.2
1221601 30/08/22 00   60.4   0.0  14.9
1221601 29/08/22 21   60.4  -0.2  19.4
1221601 29/08/22 18   60.6  -0.3  25.2
1221601 29/08/22 15   60.9  -0.1  25.2
1221601 29/08/22 12   61.0  -0.4  23.6
1221601 29/08/22 09   61.4   0.2  14.7
1221601 29/08/22 06   61.2   0.1  10.0
1221601 29/08/22 03   61.1   0.0  11.6
1221601 29/08/22 00   61.1   0.1  14.7
1221601 28/08/22 21   61.0   3.4  18.2
1221601 28/08/22 18   57.6  -0.2  23.2
1221601 28/08/22 15   57.8   0.0  22.9
1221601 28/08/22 12   57.8   0.0  20.0
1221601 28/08/22 09   57.8   0.0  18.4
1221601 28/08/22 06   57.8   0.0  17.4
1221601 28/08/22 03   57.8   0.0  18.2
1221601 28/08/22 00   57.8  -0.1  18.7
1221601 27/08/22 21   57.9   0.1  20.2
1221601 27/08/22 18   57.8  -0.2  21.6
1221601 27/08/22 15   58.0   0.2  22.9
1221601 27/08/22 12   57.8  -0.2  22.0
1221601 27/08/22 09   58.0   0.2  18.4
1221601 27/08/22 06   57.8   0.0  16.9
1221601 27/08/22 03   57.8   0.0  18.0
1221601 27/08/22 00   57.8   0.1  18.2
1221601 26/08/22 21   57.7   0.1  20.0
1221601 26/08/22 18   57.6   0.0  21.6
1221601 26/08/22 15   57.6  -0.1  26.2
1221601 26/08/22 12   57.7  -0.1  26.9
1221601 26/08/22 09   57.8   0.0  20.9
1221601 26/08/22 06   57.8   0.0  16.9
1221601 26/08/22 03   57.8   0.2  17.6
1221601 26/08/22 00   57.6   0.1  18.4
1221601 25/08/22 21   57.5  -0.1  22.2
1221601 25/08/22 18   57.6   0.0  26.9
1221601 25/08/22 15   57.6  -0.4  27.2
1221601 25/08/22 12   58.0  -0.2  24.2
1221601 25/08/22 09   58.2   0.2  18.4
1221601 25/08/22 06   58.0   0.0  13.6
1221601 25/08/22 03   58.0   0.1  14.9
1221601 25/08/22 00   57.9   0.1  15.4
1221601 24/08/22 21   57.8  -0.1  19.6
1221601 24/08/22 18   57.9  -0.3  24.9
1221601 24/08/22 15   58.2  -0.1  23.4
