STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1221601 27/06/23 21   61.0   0.2  16.2
1221601 27/06/23 18   60.8   0.0  20.0
1221601 27/06/23 15   60.8   0.0  20.9
1221601 27/06/23 12   60.8  -0.3  19.6
1221601 27/06/23 09   61.1  -0.4  16.2
1221601 27/06/23 06   61.5   0.0  14.7
1221601 27/06/23 03   61.5   0.1  16.9
1221601 27/06/23 00   61.4   0.0  19.2
1221601 26/06/23 21   61.4   1.0  22.9
1221601 26/06/23 18   60.4  -0.6  33.2
1221601 26/06/23 15   61.0  -0.2  30.7
1221601 26/06/23 12   61.2  -0.2  30.0
1221601 26/06/23 09   61.4  -0.5  21.4
1221601 26/06/23 06   61.9   0.1  12.9
1221601 26/06/23 03   61.8   0.0  13.4
1221601 26/06/23 00   61.8   0.0  18.7
1221601 25/06/23 21   61.8   0.6  22.7
1221601 25/06/23 18   61.2  -0.4  26.9
1221601 25/06/23 15   61.6  -0.2  26.9
1221601 25/06/23 12   61.8   0.0  26.7
1221601 25/06/23 09   61.8  -0.5  18.7
1221601 25/06/23 06   62.3   0.1   8.7
1221601 25/06/23 03   62.2   0.0   9.6
1221601 25/06/23 00   62.2   0.1  13.2
1221601 24/06/23 21   62.1   0.4  22.0
1221601 24/06/23 18   61.7  16.5  27.4
1221601 24/06/23 15   45.2  -0.5  26.4
1221601 24/06/23 12   45.7 -35.5  23.6
1221601 24/06/23 09   81.2  -0.5  17.6
1221601 24/06/23 06   81.7  -0.1  14.2
1221601 24/06/23 03   81.8   0.0  14.2
1221601 24/06/23 00   81.8   0.0  15.2
1221601 23/06/23 21   81.8   0.0  15.6
1221601 23/06/23 18   81.8   0.0  17.4
1221601 23/06/23 15   81.8   0.0  18.0
1221601 23/06/23 12   81.8  -0.4  19.6
1221601 23/06/23 09   82.2  -0.1  20.0
1221601 23/06/23 06   82.3   0.0  18.9
1221601 23/06/23 03   82.3   0.5  19.4
1221601 23/06/23 00   81.8  -0.2  21.4
1221601 22/06/23 21   82.0   0.9  26.9
1221601 22/06/23 18   81.1   0.4  31.6
1221601 22/06/23 15   80.7  -0.7  32.0
1221601 22/06/23 12   81.4   0.0  30.2
1221601 22/06/23 09   81.4  -0.6  23.6
1221601 22/06/23 06   82.0   0.0  13.4
1221601 22/06/23 03   82.0   0.0  14.2
1221601 22/06/23 00   82.0   0.0  18.0
1221601 21/06/23 21   82.0   0.4  23.4
1221601 21/06/23 18   81.6   0.8  23.6
1221601 21/06/23 15   80.8  -0.2  31.4
1221601 21/06/23 12   81.0   0.2  30.0
1221601 21/06/23 09   80.8  -0.4  23.4
1221601 21/06/23 06   81.2   0.0  16.9
1221601 21/06/23 03   81.2   0.0  18.7
1221601 21/06/23 00   81.2   0.3  19.2
1221601 20/06/23 21   80.9   0.9  27.6
1221601 20/06/23 18   80.0   0.0  32.2
1221601 20/06/23 15   80.0   0.0  32.2
1221601 20/06/23 12   80.0   0.4  28.0
1221601 20/06/23 09   79.6 -20.8  21.2
1221601 20/06/23 06  100.4   0.0  12.4
1221601 20/06/23 03  100.4  -0.1  14.2
1221601 20/06/23 00  100.5   0.1  16.2
1221601 19/06/23 21  100.4   1.2  23.4
1221601 19/06/23 18   99.2  -0.2  30.2
1221601 19/06/23 15   99.4   0.0  28.0
1221601 19/06/23 12   99.4   0.1  25.2
1221601 19/06/23 09   99.3  -0.4  16.9
1221601 19/06/23 06   99.7  -0.3  11.4
1221601 19/06/23 03  100.0   0.2  12.2
1221601 19/06/23 00   99.8  -0.2  16.9
1221601 18/06/23 21  100.0   1.2  22.2
1221601 18/06/23 18   98.8   0.4  30.2
1221601 18/06/23 15   98.4  -1.1  29.2
1221601 18/06/23 12   99.5   0.2  25.6
1221601 18/06/23 09   99.3  -0.5  16.0
1221601 18/06/23 06   99.8  -0.1   6.9
1221601 18/06/23 03   99.9   0.0   8.7
1221601 18/06/23 00   99.9  -0.1  10.7
1221601 17/06/23 21  100.0   0.3  16.9
1221601 17/06/23 18   99.7   1.2  18.4
1221601 17/06/23 15   98.5  -0.1  25.2
1221601 17/06/23 12   98.6   0.6  23.6
1221601 17/06/23 09   98.0  -0.6  17.4
1221601 17/06/23 06   98.6   0.0  12.4
1221601 17/06/23 03   98.6  -0.1  12.7
1221601 17/06/23 00   98.7   0.1  13.2
1221601 16/06/23 21   98.6   0.1  16.9
1221601 16/06/23 18   98.5   0.1  20.7
1221601 16/06/23 15   98.4   0.5  19.2
1221601 16/06/23 12   97.9   0.6  20.9
1221601 16/06/23 09   97.3  -0.7  16.0
1221601 16/06/23 06   98.0   0.0   5.4
1221601 16/06/23 03   98.0   0.1   6.0
1221601 16/06/23 00   97.9  -0.1   8.9
1221601 15/06/23 21   98.0   0.2  17.2
1221601 15/06/23 18   97.8   0.6  19.6
1221601 15/06/23 15   97.2   0.1  21.2
1221601 15/06/23 12   97.1   0.7  20.9
1221601 15/06/23 09   96.4  -0.5  15.4
1221601 15/06/23 06   96.9  -0.1   6.0
1221601 15/06/23 03   97.0  -0.1   6.2
1221601 15/06/23 00   97.1   0.1   9.4
1221601 14/06/23 21   97.0   0.6  16.4
1221601 14/06/23 18   96.4   0.0  21.2
1221601 14/06/23 15   96.4   0.2  22.0
1221601 14/06/23 12   96.2   0.6  20.9
1221601 14/06/23 09   95.6  -0.6  15.2
1221601 14/06/23 06   96.2   0.0   8.7
1221601 14/06/23 03   96.2   0.0   8.9
1221601 14/06/23 00   96.2   0.0   8.4
1221601 13/06/23 21   96.2   0.1  15.2
1221601 13/06/23 18   96.1   0.9  18.9
1221601 13/06/23 15   95.2   0.3  23.6
1221601 13/06/23 12   94.9   0.3  23.4
1221601 13/06/23 09   94.6  -0.6  14.7
1221601 13/06/23 06   95.2  -0.2   4.9
1221601 13/06/23 03   95.4   0.0   6.7
1221601 13/06/23 00   95.4   0.0  10.0
1221601 12/06/23 21   95.4   0.9  17.4
1221601 12/06/23 18   94.5   0.3  24.0
1221601 12/06/23 15   94.2   0.4  24.4
1221601 12/06/23 12   93.8  -0.4  22.2
1221601 12/06/23 09   94.2  -0.8  17.4
1221601 12/06/23 06   95.0   0.0   7.6
1221601 12/06/23 03   95.0   0.0   8.7
1221601 12/06/23 00   95.0   0.2  12.2
1221601 11/06/23 21   94.8   1.0  19.6
1221601 11/06/23 18   93.8   0.3  25.4
1221601 11/06/23 15   93.5  -0.3  26.7
1221601 11/06/23 12   93.8  -0.4  24.7
1221601 11/06/23 09   94.2  -0.8  18.0
1221601 11/06/23 06   95.0   0.0   9.4
1221601 11/06/23 03   95.0   0.0  10.4
1221601 11/06/23 00   95.0  -0.2  13.6
1221601 10/06/23 21   95.2   0.6  18.7
1221601 10/06/23 18   94.6   0.6  24.0
1221601 10/06/23 15   94.0  -0.2  25.2
1221601 10/06/23 12   94.2   0.5  24.2
1221601 10/06/23 09   93.7  -0.6  19.4
1221601 10/06/23 06   94.3   0.0  10.0
1221601 10/06/23 03   94.3  -0.1  11.2
1221601 10/06/23 00   94.4  -0.1  14.2
1221601 09/06/23 21   94.5   0.6  20.4
1221601 09/06/23 18   93.9   1.3  22.4
1221601 09/06/23 15   92.6  -0.4  28.0
1221601 09/06/23 12   93.0   0.2  25.2
1221601 09/06/23 09   92.8  -0.8  20.2
1221601 09/06/23 06   93.6  -0.1  13.2
1221601 09/06/23 03   93.7  -0.1  14.0
1221601 09/06/23 00   93.8   0.0  14.4
1221601 08/06/23 21   93.8   0.4  18.4
1221601 08/06/23 18   93.4   1.4  23.4
1221601 08/06/23 15   92.0  -0.8  27.4
1221601 08/06/23 12   92.8  -0.4  26.0
1221601 08/06/23 09   93.2  -0.4  19.6
1221601 08/06/23 06   93.6  -0.1  14.0
1221601 08/06/23 03   93.7  -0.1  15.4
1221601 08/06/23 00   93.8   0.1  14.0
1221601 07/06/23 21   93.7   0.3  19.4
1221601 07/06/23 18   93.4   0.8  22.7
1221601 07/06/23 15   92.6   1.6  23.4
1221601 07/06/23 12   91.0  -1.0  24.2
1221601 07/06/23 09   92.0  -0.2  16.2
1221601 07/06/23 06   92.2   0.1  14.2
1221601 07/06/23 03   92.1  -0.1  12.7
1221601 07/06/23 00   92.2   0.0  15.2
1221601 06/06/23 21   92.2   0.1  16.9
1221601 06/06/23 18   92.1   0.1  18.4
1221601 06/06/23 15   92.0   0.0  18.7
1221601 06/06/23 12   92.0  -0.1  16.7
1221601 06/06/23 09   92.1   0.1  14.9
1221601 06/06/23 06   92.0   0.0  13.4
1221601 06/06/23 03   92.0   0.0  13.4
1221601 06/06/23 00   92.0   0.0  13.2
1221601 05/06/23 21   92.0   0.2  14.0
1221601 05/06/23 18   91.8   0.3  14.9
1221601 05/06/23 15   91.5   1.1  16.9
1221601 05/06/23 12   90.4  -0.6  23.4
1221601 05/06/23 09   91.0  -0.2  16.0
1221601 05/06/23 06   91.2  -0.1   9.2
1221601 05/06/23 03   91.3  -0.1   8.7
1221601 05/06/23 00   91.4  -0.1  11.4
1221601 04/06/23 21   91.5   0.3  16.9
1221601 04/06/23 18   91.2   1.0  24.4
1221601 04/06/23 15   90.2  -0.2  24.7
1221601 04/06/23 12   90.4  -0.2  22.2
1221601 04/06/23 09   90.6  -0.4  14.2
1221601 04/06/23 06   91.0   0.0   2.4
1221601 04/06/23 03   91.0   0.0   3.2
1221601 04/06/23 00   91.0  -0.1   4.9
1221601 03/06/23 21   91.1   0.3  14.4
1221601 03/06/23 18   90.8  10.8  22.4
1221601 03/06/23 15   80.0   0.4  21.6
1221601 03/06/23 12   79.6 -26.8  20.0
1221601 03/06/23 09  106.4  -0.4  14.0
1221601 03/06/23 06  106.8   0.2   5.4
1221601 03/06/23 03  106.6  -0.1   8.9
1221601 03/06/23 00  106.7  -0.1  11.4
1221601 02/06/23 21  106.8   0.4  15.4
1221601 02/06/23 18  106.4   0.4  22.0
1221601 02/06/23 15  106.0   0.0  21.4
1221601 02/06/23 12  106.0   0.0  19.4
1221601 02/06/23 09  106.0  -0.3  14.7
1221601 02/06/23 06  106.3  -0.1  10.0
1221601 02/06/23 03  106.4   0.0  11.4
1221601 02/06/23 00  106.4  -0.2  13.6
1221601 01/06/23 21  106.6   0.9  20.7
1221601 01/06/23 18  105.7   0.7  27.4
1221601 01/06/23 15  105.0   0.0  26.9
1221601 01/06/23 12  105.0   0.2  24.2
1221601 01/06/23 09  104.8  -0.5  16.2
1221601 01/06/23 06  105.3  -0.2   4.9
1221601 01/06/23 03  105.5   0.1   6.0
1221601 01/06/23 00  105.4  -0.1   8.9
1221601 31/05/23 21  105.5   0.7  18.4
1221601 31/05/23 18  104.8   0.6  24.7
1221601 31/05/23 15  104.2   0.4  25.4
1221601 31/05/23 12  103.8  -0.6  23.4
1221601 31/05/23 09  104.4  -0.4  16.0
1221601 31/05/23 06  104.8   0.0   3.4
1221601 31/05/23 03  104.8   0.0   5.4
1221601 31/05/23 00  104.8  -0.2   8.9
1221601 30/05/23 21  105.0   0.6  17.2
1221601 30/05/23 18  104.4   0.6  23.4
1221601 30/05/23 15  103.8   0.4  23.4
1221601 30/05/23 12  103.4  -0.6  20.4
1221601 30/05/23 09  104.0  -0.2  15.4
1221601 30/05/23 06  104.2  -0.2  12.0
1221601 30/05/23 03  104.4  -0.1  11.4
1221601 30/05/23 00  104.5  -0.1  14.0
1221601 29/05/23 21  104.6   0.8  19.2
1221601 29/05/23 18  103.8   1.0  26.0
1221601 29/05/23 15  102.8   0.4  25.4
1221601 29/05/23 12  102.4   0.0  22.9
1221601 29/05/23 09  102.4  -0.4  15.4
1221601 29/05/23 06  102.8   0.0   4.2
1221601 29/05/23 03  102.8  -0.2   5.2
1221601 29/05/23 00  103.0  -0.2   8.4
1221601 28/05/23 21  103.2   0.9  16.9
1221601 28/05/23 18  102.3   1.1  24.7
1221601 28/05/23 15  101.2   0.2  24.2
1221601 28/05/23 12  101.0   0.0  22.2
1221601 28/05/23 09  101.0  -0.3  13.2
1221601 28/05/23 06  101.3  -0.1   3.6
1221601 28/05/23 03  101.4   0.0   5.2
1221601 28/05/23 00  101.4   0.0   7.6
1221601 27/05/23 21  101.4   0.4  15.4
1221601 27/05/23 18  101.0   0.8  22.4
1221601 27/05/23 15  100.2   0.2  22.9
1221601 27/05/23 12  100.0  -0.3  18.9
1221601 27/05/23 09  100.3  -0.3  13.4
1221601 27/05/23 06  100.6  -0.2   6.0
1221601 27/05/23 03  100.8  -0.2   9.2
1221601 27/05/23 00  101.0   0.0  10.2
1221601 26/05/23 21  101.0   0.0  16.2
1221601 26/05/23 18  101.0  -2.6  22.4
1221601 26/05/23 12  103.6   1.2  22.2
1221601 26/05/23 09  102.4   0.0  17.6
1221601 26/05/23 06  102.4   0.0   8.9
1221601 26/05/23 03  102.4  -0.2   6.4
1221601 26/05/23 00  102.6  -0.3  10.4
1221601 25/05/23 21  102.9  -0.3  14.2
1221601 25/05/23 18  103.2   1.4  22.4
1221601 25/05/23 15  101.8   1.2  23.4
1221601 25/05/23 12  100.6   1.6  21.4
1221601 25/05/23 09   99.0   0.0  16.2
1221601 25/05/23 06   99.0  -0.1   5.6
1221601 25/05/23 03   99.1  -0.1   3.4
1221601 25/05/23 00   99.2  -0.2   6.0
1221601 24/05/23 21   99.4  -0.4  10.9
1221601 24/05/23 18   99.8   0.6  16.4
1221601 24/05/23 15   99.2   1.6  18.2
1221601 24/05/23 12   97.6   0.4  16.7
1221601 24/05/23 09   97.2  -0.3  11.2
1221601 24/05/23 06   97.5  -0.2   9.4
1221601 24/05/23 03   97.7  -0.3  10.4
1221601 24/05/23 00   98.0  -0.2  10.4
1221601 23/05/23 21   98.2  -0.4  13.4
1221601 23/05/23 18   98.6   0.7  16.4
1221601 23/05/23 15   97.9   1.7  22.0
1221601 23/05/23 12   96.2   1.6  20.7
1221601 23/05/23 09   94.6   0.5  20.0
1221601 23/05/23 06   94.1  -0.3  13.4
1221601 23/05/23 03   94.4  -0.1  14.0
1221601 23/05/23 00   94.5  -0.2  13.4
1221601 22/05/23 21   94.7  -0.1  16.7
1221601 22/05/23 18   94.8   2.0  24.4
1221601 22/05/23 15   92.8   1.8  27.6
1221601 22/05/23 12   91.0   2.4  27.6
1221601 22/05/23 09   88.6   1.1  22.7
1221601 22/05/23 06   87.5  -0.1  12.2
1221601 22/05/23 03   87.6  -0.2   9.2
1221601 22/05/23 00   87.8   0.0  13.2
1221601 21/05/23 21   87.8  -0.2  15.2
1221601 21/05/23 18   88.0   1.2  23.2
1221601 21/05/23 15   86.8  16.9  26.0
1221601 21/05/23 12   69.9  -0.2  25.4
1221601 21/05/23 09   70.1  -4.8  20.4
1221601 21/05/23 06   74.9   0.1  14.0
1221601 21/05/23 03   74.8  -0.4  11.6
1221601 21/05/23 00   75.2  -0.1  14.2
1221601 20/05/23 21   75.3  -0.3  16.4
1221601 20/05/23 18   75.6   0.6  20.9
1221601 20/05/23 15   75.0   1.8  22.9
1221601 20/05/23 12   73.2   2.0  22.7
1221601 20/05/23 09   71.2   0.2  16.9
1221601 20/05/23 06   71.0   0.0  10.7
1221601 20/05/23 03   71.0   0.0  10.7
1221601 20/05/23 00   71.0  -0.3  11.6
1221601 19/05/23 21   71.3  -0.2  13.4
1221601 19/05/23 18   71.5  -0.1  14.9
1221601 19/05/23 15   71.6   1.0  16.4
1221601 19/05/23 12   70.6   1.4  17.6
1221601 19/05/23 09   69.2   0.0  15.6
1221601 19/05/23 06   69.2   0.0   9.6
1221601 19/05/23 03   69.2   0.0   8.7
1221601 19/05/23 00   69.2  -0.1  10.0
1221601 18/05/23 21   69.3  -0.3  10.9
1221601 18/05/23 18   69.6   0.0  12.9
1221601 18/05/23 15   69.6   0.8  16.0
1221601 18/05/23 12   68.8   0.0  15.6
1221601 18/05/23 09   68.8   0.1  11.4
1221601 18/05/23 06   68.7   0.0   4.7
1221601 18/05/23 03   68.7  -0.1   2.7
1221601 18/05/23 00   68.8   0.0   4.4
1221601 17/05/23 21   68.8  -0.3   8.2
1221601 17/05/23 18   69.1   0.1  13.6
1221601 17/05/23 15   69.0  -0.1  13.6
1221601 17/05/23 12   69.1   0.0  12.4
1221601 17/05/23 09   69.1   0.1  11.2
1221601 17/05/23 06   69.0  -0.1   6.7
1221601 17/05/23 03   69.1  -0.3   6.7
1221601 17/05/23 00   69.4   0.0   8.4
1221601 16/05/23 21   69.4  -0.4   9.6
1221601 16/05/23 18   69.8  -0.1  12.2
1221601 16/05/23 15   69.9   0.6  13.6
1221601 16/05/23 12   69.3   1.1  18.2
1221601 16/05/23 09   68.2   0.2  16.4
1221601 16/05/23 06   68.0   0.0   6.2
1221601 16/05/23 03   68.0   0.0   4.9
1221601 16/05/23 00   68.0  -0.2   6.7
1221601 15/05/23 21   68.2  -0.4  11.4
1221601 15/05/23 18   68.6   1.4  16.9
1221601 15/05/23 15   67.2  -0.3  18.2
1221601 15/05/23 12   67.5   0.2  16.0
1221601 15/05/23 09   67.3   0.1  12.9
1221601 15/05/23 06   67.2  -0.2   9.4
1221601 15/05/23 03   67.4   0.0   9.4
1221601 15/05/23 00   67.4   0.0   9.6
1221601 14/05/23 21   67.4  -0.2  10.7
1221601 14/05/23 18   67.6   0.1  12.4
1221601 14/05/23 15   67.5   0.3  14.9
1221601 14/05/23 12   67.2   0.2  15.2
1221601 14/05/23 09   67.0   0.0  12.2
1221601 14/05/23 06   67.0   0.0  10.0
1221601 14/05/23 03   67.0   0.2   8.9
1221601 14/05/23 00   66.8  -0.2   6.4
1221601 13/05/23 21   67.0  -0.1  10.0
1221601 13/05/23 18   67.1   0.0  12.4
1221601 13/05/23 15   67.1   0.1  12.7
1221601 13/05/23 12   67.0   0.0  12.9
1221601 13/05/23 09   67.0  -0.2  12.7
1221601 13/05/23 06   67.2   0.0  10.4
1221601 13/05/23 03   67.2   0.0   9.4
1221601 13/05/23 00   67.2  -0.1  10.4
1221601 12/05/23 21   67.3  -0.2  10.4
1221601 12/05/23 18   67.5   0.0  13.6
1221601 12/05/23 15   67.5   1.1  18.2
1221601 12/05/23 12   66.4   0.4  16.9
1221601 12/05/23 09   66.0   0.1  16.7
1221601 12/05/23 06   65.9   0.1   9.6
1221601 12/05/23 03   65.8  -0.1   8.2
1221601 12/05/23 00   65.9  -0.2   8.2
1221601 11/05/23 21   66.1  -0.1  12.2
1221601 11/05/23 18   66.2   0.0  14.7
1221601 11/05/23 15   66.2   0.6  16.7
1221601 11/05/23 12   65.6  -0.4  17.4
1221601 11/05/23 09   66.0  -0.1  15.6
1221601 11/05/23 06   66.1   0.0  11.6
1221601 11/05/23 03   66.1  -0.1  11.2
1221601 11/05/23 00   66.2   0.0  11.4
1221601 10/05/23 21   66.2   0.0  11.6
1221601 10/05/23 18   66.2   0.0  12.9
1221601 10/05/23 15   66.2   0.2  13.4
1221601 10/05/23 12   66.0  -0.2  14.7
1221601 10/05/23 09   66.2   0.1  12.7
1221601 10/05/23 06   66.1   0.1   7.2
1221601 10/05/23 03   66.0   0.1   3.2
1221601 10/05/23 00   65.9  -0.1   5.2
1221601 09/05/23 21   66.0  -0.4   9.2
1221601 09/05/23 18   66.4   0.3  16.0
1221601 09/05/23 15   66.1   0.9  18.9
1221601 09/05/23 12   65.2  -0.2  18.0
1221601 09/05/23 09   65.4   0.0  13.6
1221601 09/05/23 06   65.4   0.0   3.4
1221601 09/05/23 03   65.4   0.1   2.4
1221601 09/05/23 00   65.3   0.0   7.2
1221601 08/05/23 21   65.3  -0.3  10.0
1221601 08/05/23 18   65.6   0.4  15.6
1221601 08/05/23 15   65.2   0.8  19.2
1221601 08/05/23 12   64.4  -0.2  16.9
1221601 08/05/23 09   64.6   0.0  10.7
1221601 08/05/23 06   64.6  -0.2   6.4
1221601 08/05/23 03   64.8   0.1   5.4
1221601 08/05/23 00   64.7   0.0   5.6
1221601 07/05/23 21   64.7  -0.1   8.7
1221601 07/05/23 18   64.8   0.2  14.0
1221601 07/05/23 15   64.6   0.4  16.7
1221601 07/05/23 12   64.2  -0.1  16.4
1221601 07/05/23 09   64.3  -0.1  12.0
1221601 07/05/23 06   64.4  -0.2  10.0
1221601 07/05/23 03   64.6   0.0   9.6
1221601 07/05/23 00   64.6  -0.2   9.6
1221601 06/05/23 21   64.8  -0.4  11.6
1221601 06/05/23 18   65.2   0.4  18.9
1221601 06/05/23 15   64.8   1.0  20.9
1221601 06/05/23 12   63.8   0.4  19.4
1221601 06/05/23 09   63.4   0.0  16.7
1221601 06/05/23 06   63.4  -0.2  12.0
1221601 06/05/23 03   63.6   0.0  12.7
1221601 06/05/23 00   63.6  -0.2  13.4
1221601 05/05/23 21   63.8  -0.4  14.9
1221601 05/05/23 18   64.2   0.6  19.6
1221601 05/05/23 15   63.6   1.3  24.2
1221601 05/05/23 12   62.3   1.1  22.0
1221601 05/05/23 09   61.2  -0.1  16.4
1221601 05/05/23 06   61.3  -0.1   4.7
1221601 05/05/23 03   61.4   0.0   4.2
1221601 05/05/23 00   61.4  -0.1   5.6
1221601 04/05/23 21   61.5  -0.4   9.6
1221601 04/05/23 18   61.9   0.5  18.2
1221601 04/05/23 15   61.4   1.8  20.4
1221601 04/05/23 12   59.6   1.0  18.4
1221601 04/05/23 09   58.6   0.0  14.0
1221601 04/05/23 06   58.6  -0.2   2.4
1221601 04/05/23 03   58.8   0.0   0.9
1221601 04/05/23 00   58.8   0.0   2.4
1221601 03/05/23 21   58.8  -0.2   6.2
1221601 03/05/23 18   59.0   1.2  13.6
1221601 03/05/23 15   57.8   0.6  16.0
1221601 03/05/23 12   57.2  -0.3  12.4
1221601 03/05/23 09   57.5  -0.1  10.4
1221601 03/05/23 06   57.6   0.0   6.9
1221601 03/05/23 03   57.6   0.0   6.7
1221601 03/05/23 00   57.6  -0.1   8.9
1221601 02/05/23 21   57.7  -0.2  10.2
1221601 02/05/23 18   57.9   0.0  14.7
1221601 02/05/23 15   57.9  -0.1  12.9
1221601 02/05/23 12   58.0   0.6  16.0
1221601 02/05/23 09   57.4  -0.2  14.7
1221601 02/05/23 06   57.6   0.0   9.6
1221601 02/05/23 03   57.6  -0.1  10.2
1221601 02/05/23 00   57.7  -0.1  10.7
1221601 01/05/23 21   57.8   0.0  12.7
1221601 01/05/23 18   57.8   0.6  16.4
1221601 01/05/23 15   57.2   1.7  18.7
1221601 01/05/23 12   55.5   0.1  17.2
1221601 01/05/23 09   55.4   0.0  13.4
1221601 01/05/23 06   55.4   0.1   2.4
1221601 01/05/23 03   55.3  -0.1   1.4
1221601 01/05/23 00   55.4   0.1   4.7
1221601 30/04/23 21   55.3  -0.3   7.2
1221601 30/04/23 18   55.6   0.3  14.2
1221601 30/04/23 15   55.3   1.7  17.2
1221601 30/04/23 12   53.6   0.4  16.7
1221601 30/04/23 09   53.2  -0.4  13.4
1221601 30/04/23 06   53.6   0.0   8.4
1221601 30/04/23 03   53.6  -0.1   8.7
1221601 30/04/23 00   53.7   0.2   8.9
1221601 29/04/23 21   53.5  -0.1   8.7
1221601 29/04/23 18   53.6   0.4  12.7
1221601 29/04/23 15   53.2  -0.1  17.2
1221601 29/04/23 12   53.3   0.2  15.6
1221601 29/04/23 09   53.1  -0.1  15.4
1221601 29/04/23 06   53.2   0.1  10.9
1221601 29/04/23 03   53.1  -0.1  10.0
1221601 29/04/23 00   53.2   0.2   9.6
1221601 28/04/23 21   53.0   0.0   9.6
1221601 28/04/23 18   53.0   0.0  10.0
1221601 28/04/23 15   53.0   8.7  10.4
1221601 28/04/23 12   44.3   0.1   8.7
1221601 28/04/23 09   44.2   0.0   8.7
1221601 28/04/23 06   44.2   0.0   3.6
1221601 28/04/23 03   44.2   0.1   2.4
1221601 28/04/23 00   44.1  -0.2   2.7
1221601 27/04/23 21   44.3  -0.1   7.6
1221601 27/04/23 18   44.4   0.3  12.2
1221601 27/04/23 15   44.1   0.9  13.6
1221601 27/04/23 12   43.2  -0.2  14.4
1221601 27/04/23 09   43.4   0.0   9.4
1221601 27/04/23 06   43.4   0.0   0.0
1221601 27/04/23 03   43.4   0.0  -1.2
1221601 27/04/23 00   43.4   0.0  -0.7
1221601 26/04/23 21   43.4  -0.2   4.0
1221601 26/04/23 18   43.6   0.0   8.4
1221601 26/04/23 15   43.6   0.1  10.4
1221601 26/04/23 12   43.5   0.0   8.7
1221601 26/04/23 09   43.5   0.1   5.6
1221601 26/04/23 06   43.4   0.0   0.2
1221601 26/04/23 03   43.4  -0.2  -0.2
1221601 26/04/23 00   43.6   0.1   2.7
1221601 25/04/23 21   43.5  -0.1   6.0
1221601 25/04/23 18   43.6  -0.2   8.2
1221601 25/04/23 15   43.8   0.0  11.2
1221601 25/04/23 12   43.8   0.1   9.2
1221601 25/04/23 09   43.7   0.1   9.2
1221601 25/04/23 06   43.6   0.0   4.9
1221601 25/04/23 03   43.6   0.0   1.2
1221601 25/04/23 00   43.6   0.0   5.4
1221601 24/04/23 21   43.6   0.0   8.4
1221601 24/04/23 18   43.6   0.0  11.6
1221601 24/04/23 15   43.6   0.0  15.2
1221601 24/04/23 12   43.6  -0.4  14.2
1221601 24/04/23 09   44.0   0.0  11.4
1221601 24/04/23 06   44.0   0.0   9.6
1221601 24/04/23 03   44.0   0.0   9.6
1221601 24/04/23 00   44.0   0.0  10.0
1221601 23/04/23 21   44.0  -0.2   8.4
1221601 23/04/23 18   44.2   0.2  14.2
1221601 23/04/23 15   44.0   0.0  14.0
1221601 23/04/23 12   44.0   0.0  14.0
1221601 23/04/23 09   44.0   0.1  13.6
1221601 23/04/23 06   43.9   0.0   8.7
1221601 23/04/23 03   43.9   0.1   8.9
1221601 23/04/23 00   43.8   0.0   6.9
1221601 22/04/23 21   43.8  -0.4   9.4
1221601 22/04/23 18   44.2   0.2  16.2
1221601 22/04/23 15   44.0   0.2  21.4
1221601 22/04/23 12   43.8   0.2  20.2
1221601 22/04/23 09   43.6  -0.1  15.4
1221601 22/04/23 06   43.7  -0.1   2.4
1221601 22/04/23 03   43.8   0.1   1.6
1221601 22/04/23 00   43.7  -0.1   3.6
1221601 21/04/23 21   43.8  -0.3   8.0
1221601 21/04/23 18   44.1   0.3  15.2
1221601 21/04/23 15   43.8  -0.1  18.0
1221601 21/04/23 12   43.9   0.1  18.7
1221601 21/04/23 09   43.8  -0.5  14.4
1221601 21/04/23 06   44.3  -0.1   6.0
1221601 21/04/23 03   44.4   0.0   6.7
1221601 21/04/23 00   44.4   0.0   7.4
1221601 20/04/23 21   44.4   0.0   8.2
1221601 20/04/23 18   44.4   0.0   9.6
1221601 20/04/23 15   44.4   0.0   8.9
1221601 20/04/23 12   44.4   0.0   6.9
1221601 20/04/23 09   44.4   0.2   3.4
1221601 20/04/23 06   44.2   0.0  -1.4
1221601 20/04/23 03   44.2   0.0  -1.2
1221601 20/04/23 00   44.2   0.1  -0.2
1221601 19/04/23 21   44.1  -0.1   3.6
1221601 19/04/23 18   44.2  -0.1   7.4
1221601 19/04/23 15   44.3   0.0   9.6
1221601 19/04/23 12   44.3   0.0  10.2
1221601 19/04/23 09   44.3  -0.1   6.9
1221601 19/04/23 06   44.4  -0.1   7.4
1221601 19/04/23 03   44.5   0.1   7.6
1221601 19/04/23 00   44.4   0.0   7.6
1221601 18/04/23 21   44.4  -0.1   8.0
1221601 18/04/23 18   44.5   0.0   8.7
1221601 18/04/23 15   44.5   0.1   9.4
1221601 18/04/23 12   44.4  -0.1   8.9
1221601 18/04/23 09   44.5   0.0   8.0
1221601 18/04/23 06   44.5   0.1   6.7
1221601 18/04/23 03   44.4   0.0   6.2
1221601 18/04/23 00   44.4   0.0   6.0
1221601 17/04/23 21   44.4  -0.1   6.2
1221601 17/04/23 18   44.5  -0.1   8.2
1221601 17/04/23 15   44.6   0.0  12.0
1221601 17/04/23 12   44.6   0.0  12.4
1221601 17/04/23 09   44.6   0.0   8.9
