 1	15/03/2019 11:00:00	 -16.8	 24.0	;
 1	15/03/2019 12:00:00	 -16.8	 24.0	;
 1	15/03/2019 15:00:00	 -16.8	 23.7	;
 1	15/03/2019 18:00:00	   2.9	 24.0	;
 1	15/03/2019 21:00:00	   3.0	 23.4	;
 1	16/03/2019 00:00:00	   2.9	 23.2	;
 1	16/03/2019 03:00:00	   2.9	 23.2	;
 1	16/03/2019 06:00:00	   2.9	 23.0	;
 1	16/03/2019 09:00:00	   2.9	 23.0	;
 1	16/03/2019 12:00:00	   3.0	 23.4	;
 1	16/03/2019 15:00:00	   3.0	 23.4	;
 1	16/03/2019 18:00:00	   3.0	 23.2	;
 1	16/03/2019 21:00:00	   3.0	 23.0	;
 1	17/03/2019 00:00:00	   3.0	 23.0	;
 1	17/03/2019 03:00:00	   3.0	 23.0	;
 1	17/03/2019 06:00:00	   3.0	 23.0	;
 1	17/03/2019 09:00:00	   3.0	 23.0	;
 1	17/03/2019 12:00:00	   3.0	 23.0	;
 1	17/03/2019 15:00:00	   2.9	 23.2	;
 1	17/03/2019 18:00:00	   3.0	 23.7	;
 1	17/03/2019 21:00:00	   2.9	 23.4	;
 1	18/03/2019 00:00:00	   3.0	 23.2	;
 1	18/03/2019 03:00:00	   2.9	 23.2	;
 1	18/03/2019 06:00:00	   3.0	 23.2	;
 1	18/03/2019 09:00:00	   5.0	 23.4	;
 1	18/03/2019 12:00:00	  -0.4	 17.7	;
 1	18/03/2019 15:00:00	  -3.8	 16.5	;
 1	18/03/2019 18:00:00	  42.4	  4.7	;
 1	18/03/2019 21:00:00	  42.5	  0.5	;
 1	19/03/2019 00:00:00	  42.6	 -1.7	;
 1	19/03/2019 03:00:00	  42.6	 -3.4	;
 1	19/03/2019 06:00:00	  42.6	 -2.5	;
 1	19/03/2019 09:00:00	  42.4	  3.4	;
 1	19/03/2019 12:00:00	  42.3	  6.7	;
 1	19/03/2019 15:00:00	  42.2	  7.0	;
 1	19/03/2019 18:00:00	  42.2	  5.2	;
 1	19/03/2019 21:00:00	  42.4	  2.2	;
 1	20/03/2019 00:00:00	  42.4	  0.7	;
 1	20/03/2019 03:00:00	  42.4	 -1.2	;
 1	20/03/2019 06:00:00	  42.4	 -1.0	;
 1	20/03/2019 09:00:00	  42.4	  4.2	;
 1	20/03/2019 12:00:00	  42.2	  9.4	;
 1	20/03/2019 15:00:00	  42.0	 11.7	;
 1	20/03/2019 18:00:00	  42.0	  9.0	;
 1	20/03/2019 21:00:00	  42.1	  1.0	;
 1	21/03/2019 00:00:00	  42.2	 -2.0	;
 1	21/03/2019 03:00:00	  42.2	 -3.4	;
 1	21/03/2019 06:00:00	  42.2	 -4.2	;
 1	21/03/2019 09:00:00	  42.2	  5.7	;
 1	21/03/2019 12:00:00	  42.0	 14.5	;
 1	21/03/2019 15:00:00	  41.8	 15.7	;
 1	21/03/2019 18:00:00	  41.7	 13.7	;
 1	21/03/2019 21:00:00	  41.8	  4.2	;
 1	22/03/2019 00:00:00	  41.8	  0.7	;
 1	22/03/2019 03:00:00	  41.9	 -0.2	;
 1	22/03/2019 06:00:00	  41.9	 -1.2	;
 1	22/03/2019 09:00:00	  41.8	  6.5	;
 1	22/03/2019 12:00:00	  41.6	 17.2	;
 1	22/03/2019 15:00:00	  41.5	 19.0	;
 1	22/03/2019 18:00:00	  41.6	 15.2	;
 1	22/03/2019 21:00:00	  41.5	  7.0	;
 1	23/03/2019 00:00:00	  41.5	  3.0	;
 1	23/03/2019 03:00:00	  41.6	  1.0	;
 1	23/03/2019 06:00:00	  41.6	 -0.5	;
 1	23/03/2019 09:00:00	  41.6	 10.5	;
 1	23/03/2019 12:00:00	  41.5	 18.7	;
 1	23/03/2019 15:00:00	  41.3	 20.5	;
 1	23/03/2019 18:00:00	  41.2	 17.0	;
 1	23/03/2019 21:00:00	  41.3	 12.2	;
 1	24/03/2019 00:00:00	  41.3	  8.2	;
 1	24/03/2019 03:00:00	  41.3	  6.0	;
 1	24/03/2019 06:00:00	  41.4	  3.0	;
 1	24/03/2019 09:00:00	  41.4	  8.7	;
 1	24/03/2019 12:00:00	  41.4	 10.0	;
 1	24/03/2019 15:00:00	  41.3	 10.2	;
 1	24/03/2019 18:00:00	  41.4	  9.7	;
 1	24/03/2019 21:00:00	  41.3	  7.2	;
 1	25/03/2019 00:00:00	  41.3	  6.0	;
 1	25/03/2019 03:00:00	  41.4	  5.0	;
 1	25/03/2019 06:00:00	  41.4	  3.2	;
 1	25/03/2019 09:00:00	  41.3	  6.5	;
 1	25/03/2019 12:00:00	  41.3	  6.2	;
 1	25/03/2019 15:00:00	  41.2	  9.0	;
 1	25/03/2019 18:00:00	  41.4	  3.2	;
 1	25/03/2019 21:00:00	  41.3	  2.5	;
 1	26/03/2019 00:00:00	  41.4	 -0.2	;
 1	26/03/2019 03:00:00	  41.4	  0.2	;
 1	26/03/2019 06:00:00	  41.4	  0.7	;
 1	26/03/2019 09:00:00	  41.4	  4.2	;
 1	26/03/2019 12:00:00	  41.2	  5.7	;
 1	26/03/2019 15:00:00	  41.2	  6.7	;
 1	26/03/2019 18:00:00	  41.2	  5.4	;
 1	26/03/2019 21:00:00	  41.2	  4.7	;
 1	27/03/2019 00:00:00	  41.2	  3.7	;
 1	27/03/2019 03:00:00	  41.2	  3.0	;
 1	27/03/2019 06:00:00	  41.3	  2.5	;
 1	27/03/2019 09:00:00	  41.2	  4.7	;
 1	27/03/2019 12:00:00	  41.2	  7.4	;
