 1	01/01/2018 03:00:00	  38.3	  3.7	;
 1	01/01/2018 15:00:00	  38.2	  6.5	;
 1	02/01/2018 03:00:00	  38.2	  3.0	;
 1	02/01/2018 15:00:00	  38.1	  5.0	;
 1	03/01/2018 03:00:00	  38.4	  0.5	;
 1	03/01/2018 15:00:00	  38.3	  6.0	;
 1	04/01/2018 03:00:00	  38.2	  4.5	;
 1	04/01/2018 15:00:00	  38.3	  5.2	;
 1	05/01/2018 03:00:00	  38.4	  5.0	;
 1	05/01/2018 15:00:00	  38.1	  8.2	;
 1	06/01/2018 03:00:00	  38.4	  6.2	;
 1	06/01/2018 15:00:00	  38.2	  8.7	;
 1	07/01/2018 03:00:00	  38.4	  5.2	;
 1	07/01/2018 15:00:00	  38.4	  3.4	;
 1	08/01/2018 03:00:00	  38.3	  2.2	;
 1	08/01/2018 15:00:00	  38.2	  2.5	;
 1	09/01/2018 03:00:00	  38.2	  2.7	;
 1	09/01/2018 15:00:00	  38.0	  9.2	;
 1	10/01/2018 03:00:00	  38.0	  2.2	;
 1	10/01/2018 15:00:00	  38.1	  6.5	;
 1	11/01/2018 03:00:00	  38.0	  3.2	;
 1	11/01/2018 15:00:00	  38.1	  2.5	;
 1	12/01/2018 03:00:00	  38.2	  0.7	;
 1	12/01/2018 15:00:00	  38.3	  4.7	;
 1	13/01/2018 03:00:00	  38.2	  2.7	;
 1	13/01/2018 15:00:00	  38.2	 -0.2	;
 1	14/01/2018 03:00:00	  38.0	 -1.4	;
 1	14/01/2018 15:00:00	  38.0	 -0.5	;
 1	15/01/2018 03:00:00	  37.9	 -1.2	;
 1	15/01/2018 15:00:00	  37.6	  1.7	;
 1	16/01/2018 03:00:00	  37.5	 -1.4	;
 1	16/01/2018 15:00:00	  38.0	  4.5	;
 1	17/01/2018 03:00:00	  38.5	  0.0	;
 1	17/01/2018 15:00:00	  38.2	  0.2	;
 1	18/01/2018 03:00:00	  38.2	  0.2	;
 1	18/01/2018 15:00:00	  38.1	  3.2	;
 1	19/01/2018 03:00:00	  38.0	  1.7	;
 1	19/01/2018 15:00:00	  38.2	  2.7	;
 1	20/01/2018 03:00:00	  38.2	 -2.2	;
 1	20/01/2018 15:00:00	  38.1	  1.7	;
 1	21/01/2018 03:00:00	  38.2	 -0.5	;
 1	21/01/2018 15:00:00	  38.2	  1.7	;
 1	22/01/2018 03:00:00	  38.1	 -5.7	;
 1	22/01/2018 15:00:00	  38.0	 -0.5	;
 1	23/01/2018 03:00:00	  38.1	  0.5	;
 1	23/01/2018 15:00:00	  38.1	  4.2	;
 1	24/01/2018 03:00:00	  38.2	  2.5	;
 1	24/01/2018 15:00:00	  38.1	  7.2	;
 1	25/01/2018 03:00:00	  38.2	  2.0	;
 1	25/01/2018 15:00:00	  38.0	  9.2	;
 1	26/01/2018 03:00:00	  37.9	  1.0	;
 1	26/01/2018 15:00:00	  38.1	  3.2	;
 1	27/01/2018 03:00:00	  38.2	  1.2	;
 1	27/01/2018 15:00:00	  38.2	  4.7	;
 1	28/01/2018 03:00:00	  38.1	  2.5	;
 1	28/01/2018 15:00:00	  37.9	  6.5	;
 1	29/01/2018 03:00:00	  37.8	  6.0	;
 1	29/01/2018 15:00:00	  37.8	  8.0	;
 1	30/01/2018 03:00:00	  38.0	  7.0	;
 1	30/01/2018 15:00:00	  37.6	  7.2	;
 1	31/01/2018 03:00:00	  37.4	 -5.0	;
 1	31/01/2018 15:00:00	  37.6	  9.2	;
 1	01/02/2018 03:00:00	  37.8	  5.0	;
 1	01/02/2018 15:00:00	  37.5	  3.4	;
 1	02/02/2018 03:00:00	  37.6	 -0.5	;
 1	02/02/2018 15:00:00	  37.6	  3.0	;
 1	03/02/2018 03:00:00	  37.4	  1.2	;
 1	03/02/2018 15:00:00	  37.6	  3.7	;
 1	04/02/2018 03:00:00	  37.4	 -4.0	;
 1	04/02/2018 15:00:00	  37.6	  2.5	;
 1	05/02/2018 03:00:00	  37.5	 -3.2	;
 1	05/02/2018 15:00:00	  37.4	 -0.2	;
 1	06/02/2018 03:00:00	  37.3	 -5.4	;
 1	06/02/2018 15:00:00	  37.2	  1.0	;
 1	07/02/2018 03:00:00	  37.1	 -7.0	;
 1	07/02/2018 15:00:00	  37.3	 -0.7	;
 1	08/02/2018 03:00:00	  37.4	 -1.4	;
 1	08/02/2018 15:00:00	  37.2	  1.2	;
 1	09/02/2018 03:00:00	  37.2	 -4.0	;
 1	09/02/2018 15:00:00	  37.2	  0.2	;
 1	10/02/2018 03:00:00	  37.0	 -1.4	;
 1	10/02/2018 15:00:00	  37.2	  1.7	;
 1	11/02/2018 03:00:00	  37.1	  0.0	;
 1	11/02/2018 15:00:00	  37.2	  3.2	;
 1	12/02/2018 03:00:00	  37.1	  0.0	;
 1	12/02/2018 15:00:00	  37.2	  3.2	;
