 1	04/07/2017 12:00:00	  58.0	 22.5	;
 1	04/07/2017 18:00:00	  58.6	 22.0	;
 1	05/07/2017 00:00:00	  58.6	 12.7	;
 1	05/07/2017 06:00:00	  58.4	  9.0	;
 1	05/07/2017 12:00:00	  58.5	 26.2	;
 1	05/07/2017 18:00:00	  57.9	 27.4	;
 1	06/07/2017 00:00:00	  57.8	 16.5	;
 1	06/07/2017 06:00:00	  58.0	 14.0	;
 1	06/07/2017 12:00:00	  57.7	 25.4	;
 1	06/07/2017 18:00:00	  57.6	 29.4	;
 1	07/07/2017 00:00:00	  57.4	 19.0	;
 1	07/07/2017 06:00:00	  57.4	 17.0	;
 1	07/07/2017 12:00:00	  57.2	 26.7	;
 1	07/07/2017 18:00:00	  57.1	 29.4	;
 1	08/07/2017 00:00:00	  57.1	 18.0	;
 1	08/07/2017 06:00:00	  57.2	 13.7	;
 1	08/07/2017 12:00:00	  57.0	 26.7	;
 1	08/07/2017 18:00:00	  56.6	 29.7	;
 1	09/07/2017 00:00:00	  56.8	 18.5	;
 1	09/07/2017 06:00:00	  56.8	 15.7	;
 1	09/07/2017 12:00:00	  56.5	 27.4	;
 1	09/07/2017 18:00:00	  56.6	 23.0	;
 1	10/07/2017 00:00:00	  57.0	 19.7	;
 1	10/07/2017 06:00:00	  56.9	 18.0	;
 1	10/07/2017 12:00:00	  56.4	 27.0	;
 1	10/07/2017 18:00:00	  56.3	 26.7	;
 1	11/07/2017 00:00:00	  56.4	 18.5	;
 1	11/07/2017 06:00:00	  56.6	 18.0	;
 1	11/07/2017 12:00:00	  56.3	 20.5	;
 1	11/07/2017 18:00:00	  56.3	 23.4	;
 1	12/07/2017 00:00:00	  56.4	 14.2	;
 1	12/07/2017 06:00:00	  56.6	 12.2	;
 1	12/07/2017 12:00:00	  56.0	 23.4	;
 1	12/07/2017 18:00:00	  56.0	 20.0	;
 1	13/07/2017 00:00:00	  56.1	 15.0	;
 1	13/07/2017 06:00:00	  56.2	 10.7	;
 1	13/07/2017 12:00:00	  55.8	 16.5	;
 1	13/07/2017 18:00:00	  55.9	 22.7	;
 1	14/07/2017 00:00:00	  55.8	 10.5	;
 1	14/07/2017 06:00:00	  56.2	  7.2	;
 1	14/07/2017 12:00:00	  55.8	 18.0	;
 1	14/07/2017 18:00:00	  55.9	 20.0	;
 1	15/07/2017 00:00:00	  56.0	 12.5	;
 1	15/07/2017 06:00:00	  56.1	 11.4	;
 1	15/07/2017 12:00:00	  55.8	 15.4	;
 1	15/07/2017 18:00:00	  55.7	 19.0	;
 1	16/07/2017 00:00:00	  56.1	 12.7	;
 1	16/07/2017 06:00:00	  56.1	  7.0	;
 1	16/07/2017 12:00:00	  55.8	 20.2	;
 1	16/07/2017 18:00:00	  55.0	 23.7	;
 1	17/07/2017 00:00:00	  55.1	 18.0	;
 1	17/07/2017 06:00:00	  55.2	 14.5	;
 1	17/07/2017 12:00:00	  54.8	 23.2	;
 1	17/07/2017 18:00:00	  55.2	 25.2	;
 1	18/07/2017 00:00:00	  55.2	 17.0	;
 1	18/07/2017 06:00:00	  55.2	 15.7	;
 1	18/07/2017 12:00:00	  54.4	 24.0	;
 1	18/07/2017 18:00:00	  54.3	 27.4	;
 1	19/07/2017 00:00:00	  54.7	 18.5	;
 1	19/07/2017 06:00:00	  54.6	 15.2	;
 1	19/07/2017 12:00:00	  54.0	 28.7	;
 1	19/07/2017 18:00:00	  54.4	 33.2	;
 1	20/07/2017 00:00:00	  54.2	 19.2	;
 1	20/07/2017 06:00:00	  54.3	 18.5	;
 1	20/07/2017 12:00:00	  53.8	 28.2	;
 1	20/07/2017 18:00:00	  54.2	 26.0	;
 1	21/07/2017 00:00:00	  54.4	 18.0	;
 1	21/07/2017 06:00:00	  54.2	 13.7	;
 1	21/07/2017 12:00:00	  53.6	 25.7	;
 1	21/07/2017 18:00:00	  53.6	 28.2	;
 1	22/07/2017 00:00:00	  53.7	 19.0	;
