STAN/CIS  DATUM CAS   [kg] ROZDIL TEPL
1236505 09/10/21 18   26.0   0.0  10.1
1236505 09/10/21 15   26.0  -0.1  15.2
1236505 09/10/21 12   26.1   0.2  16.0
1236505 09/10/21 09   25.9  -0.1   1.9
1236505 09/10/21 06   26.0   0.0   3.9
1236505 09/10/21 03   26.0   0.0   4.0
1236505 09/10/21 00   26.0   0.0   4.8
1236505 08/10/21 21   26.0  -0.2   7.5
1236505 08/10/21 18   26.2   0.0  13.4
1236505 08/10/21 15   26.2  -0.2  18.8
1236505 08/10/21 12   26.4   0.2  17.8
1236505 08/10/21 09   26.2   0.0   9.6
1236505 08/10/21 06   26.2   0.0   9.5
1236505 08/10/21 03   26.2   0.0   9.3
1236505 08/10/21 00   26.2   0.0   8.7
1236505 07/10/21 21   26.2  -0.2   8.6
1236505 07/10/21 18   26.4   0.0  14.0
1236505 07/10/21 15   26.4   0.1  17.6
1236505 07/10/21 12   26.3   0.1  13.0
1236505 07/10/21 09   26.2   0.0   4.0
1236505 07/10/21 06   26.2   0.0   3.2
1236505 07/10/21 03   26.2   0.0   4.0
1236505 07/10/21 00   26.2  -0.1   6.2
1236505 06/10/21 21   26.3  -0.1   8.0
1236505 06/10/21 18   26.4  -0.2  12.6
1236505 06/10/21 15   26.6   0.2  13.3
1236505 06/10/21 12   26.4   0.0  11.4
1236505 06/10/21 09   26.4   0.0   9.6
1236505 06/10/21 06   26.4   0.0  10.8
1236505 06/10/21 03   26.4   0.0  10.8
1236505 06/10/21 00   26.4   0.0  10.6
1236505 05/10/21 21   26.4   0.0  11.7
1236505 05/10/21 18   26.4   0.0  13.7
1236505 05/10/21 15   26.4   0.0  14.0
1236505 05/10/21 12   26.4   0.2  13.2
1236505 05/10/21 09   26.2   0.0  11.7
1236505 05/10/21 06   26.2   0.0  11.5
1236505 05/10/21 03   26.2   0.0  11.2
1236505 05/10/21 00   26.2   0.0  10.5
1236505 04/10/21 21   26.2  -0.1  11.8
1236505 04/10/21 18   26.3  -0.1  12.8
1236505 04/10/21 15   26.4   0.0  16.0
1236505 04/10/21 12   26.4   0.2  16.0
1236505 04/10/21 09   26.2   0.1  10.6
1236505 04/10/21 06   26.1   0.0  10.3
1236505 04/10/21 03   26.1  -0.1  10.4
1236505 04/10/21 00   26.2   0.0  10.1
1236505 03/10/21 21   26.2  -0.1  12.0
1236505 03/10/21 18   26.3   0.1  16.2
1236505 03/10/21 15   26.2  -0.2  22.0
1236505 03/10/21 12   26.4   0.3  20.3
1236505 03/10/21 09   26.1   0.1   8.0
1236505 03/10/21 06   26.0  -0.1   8.2
1236505 03/10/21 03   26.1   0.1   9.8
1236505 03/10/21 00   26.0  -0.1   9.8
1236505 02/10/21 21   26.1  -0.1  12.3
1236505 02/10/21 18   26.2  -0.2  17.6
1236505 02/10/21 15   26.4   0.0  23.6
1236505 02/10/21 12   26.4   0.4  18.1
1236505 02/10/21 09   26.0   0.0   4.7
1236505 02/10/21 06   26.0   0.0   3.2
1236505 02/10/21 03   26.0   0.0   4.0
1236505 02/10/21 00   26.0  -0.2   5.6
1236505 01/10/21 21   26.2  -0.1   8.5
1236505 01/10/21 18   26.3  -0.2  13.7
1236505 01/10/21 15   26.5  -0.1  20.9
1236505 01/10/21 12   26.6   0.4  18.3
1236505 01/10/21 09   26.2   0.1   1.6
1236505 01/10/21 06   26.1  -0.1   1.6
1236505 01/10/21 03   26.2   0.0   2.8
1236505 01/10/21 00   26.2  -0.1   4.4
1236505 30/09/21 21   26.3  -0.2   7.6
1236505 30/09/21 18   26.5  -0.1  11.9
1236505 30/09/21 15   26.6  -0.2  16.5
1236505 30/09/21 12   26.8   0.4  15.1
1236505 30/09/21 09   26.4   0.0   5.9
1236505 30/09/21 06   26.4   0.0   5.7
1236505 30/09/21 03   26.4   0.0   8.4
1236505 30/09/21 00   26.4  -0.1  10.8
1236505 29/09/21 21   26.5  -0.1  12.0
1236505 29/09/21 18   26.6  -0.1  15.6
1236505 29/09/21 15   26.7  -0.3  18.4
1236505 29/09/21 12   27.0  -0.8  13.6
1236505 29/09/21 09   27.8   0.4  12.7
1236505 29/09/21 06   27.4   0.0  12.4
1236505 29/09/21 03   27.4  -0.1  12.8
1236505 29/09/21 00   27.5  -0.1  12.8
1236505 28/09/21 21   27.6   0.0  13.7
1236505 28/09/21 18   27.6   0.0  16.4
1236505 28/09/21 15   27.6  -0.1  17.0
1236505 28/09/21 12   27.7   0.2  14.4
1236505 28/09/21 09   27.5   0.1  13.0
1236505 28/09/21 06   27.4   0.0  12.4
1236505 28/09/21 03   27.4  -0.1  13.1
1236505 28/09/21 00   27.5  -0.1  13.9
1236505 27/09/21 21   27.6   0.0  15.7
1236505 27/09/21 18   27.6  -0.1  18.8
1236505 27/09/21 15   27.7   0.1  19.3
1236505 27/09/21 12   27.6   0.0  16.5
1236505 27/09/21 09   27.6   0.0  14.0
1236505 27/09/21 06   27.6   0.2  14.2
1236505 27/09/21 03   27.4  -0.2  14.6
1236505 27/09/21 00   27.6   0.0  15.6
1236505 26/09/21 21   27.6  -0.2  16.8
1236505 26/09/21 18   27.8  -0.1  22.0
1236505 26/09/21 15   27.9   0.1  25.6
1236505 26/09/21 12   27.8   0.2  22.9
1236505 26/09/21 09   27.6   0.0  10.0
1236505 26/09/21 06   27.6   0.0   8.0
1236505 26/09/21 03   27.6  -0.1   8.8
1236505 26/09/21 00   27.7  -0.1  10.8
1236505 25/09/21 21   27.8  -0.2  13.9
1236505 25/09/21 18   28.0  -0.4  19.2
1236505 25/09/21 15   28.4   0.3  24.1
1236505 25/09/21 12   28.1   0.2  24.0
1236505 25/09/21 09   27.9   0.1  12.5
1236505 25/09/21 06   27.8  -0.1  13.1
1236505 25/09/21 03   27.9   0.0  13.6
1236505 25/09/21 00   27.9  -0.1  14.0
1236505 24/09/21 21   28.0   0.0  14.8
1236505 24/09/21 18   28.0   0.0  15.6
1236505 24/09/21 15   28.0   0.0  14.8
1236505 24/09/21 12   28.0   0.0  15.8
1236505 24/09/21 09   28.0   0.0  12.4
1236505 24/09/21 06   28.0  -0.1  13.9
1236505 24/09/21 03   28.1  -0.1  14.4
1236505 24/09/21 00   28.2   0.0  13.6
1236505 23/09/21 21   28.2  -0.2  14.4
1236505 23/09/21 18   28.4  -0.2  18.9
1236505 23/09/21 15   28.6   0.1  23.2
1236505 23/09/21 12   28.5   0.1  20.4
1236505 23/09/21 09   28.4   0.0   8.3
1236505 23/09/21 06   28.4   0.0   7.0
1236505 23/09/21 03   28.4   0.0   7.4
1236505 23/09/21 00   28.4   0.0   8.3
1236505 22/09/21 21   28.4  -0.2  10.4
1236505 22/09/21 18   28.6   0.0  14.0
1236505 22/09/21 15   28.6   0.0  14.3
1236505 22/09/21 12   28.6   0.0  13.6
1236505 22/09/21 09   28.6   0.0  10.8
1236505 22/09/21 06   28.6   0.0   9.9
1236505 22/09/21 03   28.6   0.0   9.6
1236505 22/09/21 00   28.6   0.0  10.3
1236505 21/09/21 21   28.6   0.0  10.6
1236505 21/09/21 18   28.6  -0.1  12.8
1236505 21/09/21 15   28.7   0.0  15.1
1236505 21/09/21 12   28.7   0.1  11.9
1236505 21/09/21 09   28.6   0.0   8.4
1236505 21/09/21 06   28.6   0.0   8.2
1236505 21/09/21 03   28.6  -0.1   8.4
1236505 21/09/21 00   28.7   0.0   9.0
1236505 20/09/21 21   28.7   0.0   9.9
1236505 20/09/21 18   28.7  -0.7  12.4
1236505 20/09/21 15   29.4   0.0  13.4
1236505 20/09/21 12   29.4  15.1  12.4
1236505 20/09/21 09   14.3  -8.6   8.4
1236505 20/09/21 06   22.9   0.0   8.3
1236505 20/09/21 03   22.9  -0.1   8.7
1236505 20/09/21 00   23.0   0.0   9.0
1236505 19/09/21 21   23.0  -0.1   9.4
1236505 19/09/21 18   23.1   0.0  11.2
1236505 19/09/21 15   23.1   0.0  12.7
1236505 19/09/21 12   23.1   0.1  11.8
1236505 19/09/21 09   23.0   0.0  11.2
1236505 19/09/21 06   23.0   0.0  11.5
1236505 19/09/21 03   23.0  -0.1  12.3
1236505 19/09/21 00   23.1   0.0  12.4
1236505 18/09/21 21   23.1  -0.1  13.1
1236505 18/09/21 18   23.2  -0.2  15.5
1236505 18/09/21 15   23.4   0.2  16.7
1236505 18/09/21 12   23.2   0.0  12.9
1236505 18/09/21 09   23.2  -0.1  12.1
1236505 18/09/21 06   23.3   0.1  12.1
1236505 18/09/21 03   23.2   0.0  12.1
1236505 18/09/21 00   23.2   0.0  12.2
1236505 17/09/21 21   23.2  -0.1  13.2
1236505 17/09/21 18   23.3   0.0  14.4
1236505 17/09/21 15   23.3   0.0  14.7
1236505 17/09/21 12   23.3  -0.1  13.7
1236505 17/09/21 09   23.4   0.1  12.4
1236505 17/09/21 06   23.3  -0.1  12.1
1236505 17/09/21 03   23.4   0.0  11.7
1236505 17/09/21 00   23.4  -0.1  10.9
1236505 16/09/21 21   23.5  -0.3  13.7
1236505 16/09/21 18   23.8  -0.3  17.0
1236505 16/09/21 15   24.1   0.0  19.5
1236505 16/09/21 12   24.1  -0.1  18.6
1236505 16/09/21 09   24.2   0.0  16.8
1236505 16/09/21 06   24.2   0.0  16.5
1236505 16/09/21 03   24.2  -0.1  16.6
1236505 16/09/21 00   24.3  -0.1  16.6
1236505 15/09/21 21   24.4  -0.2  17.8
1236505 15/09/21 18   24.6  -0.2  21.1
1236505 15/09/21 15   24.8  -0.1  20.4
1236505 15/09/21 12   24.9   0.0  17.6
1236505 15/09/21 09   24.9   0.0  13.5
1236505 15/09/21 06   24.9  -0.1  11.9
1236505 15/09/21 03   25.0  -0.2  11.6
1236505 15/09/21 00   25.2  -0.2  13.6
1236505 14/09/21 21   25.4  -0.4  16.7
1236505 14/09/21 18   25.8  -0.5  21.5
1236505 14/09/21 15   26.3   0.1  26.4
1236505 14/09/21 12   26.2   0.3  24.0
1236505 14/09/21 09   25.9   4.3   9.9
1236505 14/09/21 06   21.6  -0.1   9.5
1236505 14/09/21 03   21.7  -0.1  11.2
1236505 14/09/21 00   21.8  -0.2  12.7
1236505 13/09/21 21   22.0  -0.3  15.4
1236505 13/09/21 18   22.3  -0.5  20.4
1236505 13/09/21 15   22.8   0.1  26.6
1236505 13/09/21 12   22.7   0.4  23.3
1236505 13/09/21 09   22.3   0.1  10.9
1236505 13/09/21 06   22.2  -0.2  10.3
1236505 13/09/21 03   22.4  -0.1  11.2
1236505 13/09/21 00   22.5  -0.1  12.4
1236505 12/09/21 21   22.6  -0.3  15.5
1236505 12/09/21 18   22.9   3.7  19.8
1236505 12/09/21 15   19.2   0.2  24.2
1236505 12/09/21 12   19.0   0.0  17.2
1236505 12/09/21 09   19.0  -0.1  15.0
1236505 12/09/21 06   19.1   0.1  14.4
1236505 12/09/21 03   19.0  -0.1  13.9
1236505 12/09/21 00   19.1  -0.2  14.3
1236505 11/09/21 21   19.3  -0.2  16.1
1236505 11/09/21 18   19.5  -0.2  19.6
1236505 11/09/21 15   19.7   0.0  22.4
1236505 11/09/21 12   19.7   0.0  17.7
1236505 11/09/21 09   19.7   0.0  13.9
1236505 11/09/21 06   19.7  -0.2  12.4
1236505 11/09/21 03   19.9  -0.1  13.5
1236505 11/09/21 00   20.0  -0.2  15.8
1236505 10/09/21 21   20.2   3.2  19.2
1236505 10/09/21 18   17.0  -0.1  22.8
1236505 10/09/21 15   17.1  -0.2  29.7
1236505 10/09/21 12   17.3   0.2  26.1
1236505 10/09/21 09   17.1   0.0  12.8
1236505 10/09/21 06   17.1  -0.2  12.3
1236505 10/09/21 03   17.3  -0.1  13.5
1236505 10/09/21 00   17.4  -0.2  15.2
1236505 09/09/21 21   17.6  -0.2  18.4
1236505 09/09/21 18   17.8   3.6  24.8
1236505 09/09/21 15   14.2   0.0  29.6
1236505 09/09/21 12   14.2   0.2  24.0
1236505 09/09/21 09   14.0   0.0   8.8
1236505 09/09/21 06   14.0  -0.1   8.6
1236505 09/09/21 03   14.1  -0.1   9.9
1236505 09/09/21 00   14.2  -0.2  11.7
1236505 08/09/21 21   14.4  -0.4  15.6
1236505 08/09/21 18   14.8  -0.3  21.2
1236505 08/09/21 15   15.1   0.1  25.9
1236505 08/09/21 12   15.0   0.0  23.6
1236505 08/09/21 09   15.0   0.0  10.0
1236505 08/09/21 06   15.0  -0.1   9.2
1236505 08/09/21 03   15.1  -0.1  10.5
1236505 08/09/21 00   15.2  -0.2  12.4
1236505 07/09/21 21   15.4  -0.2  16.3
1236505 07/09/21 18   15.6  -0.2  22.9
1236505 07/09/21 15   15.8   3.8  24.5
1236505 07/09/21 12   12.0   0.1  20.9
1236505 07/09/21 09   11.9  -0.1  13.2
1236505 07/09/21 06   12.0   0.0  12.0
1236505 07/09/21 03   12.0  -0.2  12.8
1236505 07/09/21 00   12.2  -0.1  14.0
1236505 06/09/21 21   12.3  -0.3  17.2
1236505 06/09/21 18   12.6  -0.4  22.4
1236505 06/09/21 15   13.0   0.1  29.0
1236505 06/09/21 12   12.9   4.5  23.2
1236505 06/09/21 09    8.4   0.0   9.8
1236505 06/09/21 06    8.4  -0.1   9.6
1236505 06/09/21 03    8.5  -0.1  11.6
1236505 06/09/21 00    8.6   0.0  14.3
1236505 05/09/21 21    8.6  -0.2  17.2
1236505 05/09/21 18    8.8  -0.6  20.3
1236505 05/09/21 15    9.4   0.0  26.9
1236505 05/09/21 12    9.4   0.1  23.8
1236505 05/09/21 09    9.3   0.1  11.4
1236505 05/09/21 06    9.2  -0.2  10.3
1236505 05/09/21 03    9.4   0.0  11.6
1236505 05/09/21 00    9.4  -0.2  13.2
1236505 04/09/21 21    9.6  -0.2  16.8
1236505 04/09/21 18    9.8  -0.4  22.0
1236505 04/09/21 15   10.2   3.6  28.2
1236505 04/09/21 12    6.6   0.4  23.9
1236505 04/09/21 09    6.2   0.1   9.6
1236505 04/09/21 06    6.1  -0.1   8.5
1236505 04/09/21 03    6.2   0.0  10.4
1236505 04/09/21 00    6.2   0.0  12.7
1236505 03/09/21 21    6.2  -0.6  17.2
1236505 03/09/21 18    6.8   0.0  20.8
1236505 03/09/21 15    6.8  -0.3  27.2
1236505 03/09/21 12    7.1  -2.3  23.5
1236505 03/09/21 09    9.4   0.2   8.5
1236505 03/09/21 06    9.2  -0.1   7.8
1236505 03/09/21 03    9.3  -0.1   9.3
1236505 03/09/21 00    9.4   0.0  11.3
1236505 02/09/21 21    9.4   4.0  14.9
1236505 02/09/21 18    5.4  -0.6  20.0
1236505 02/09/21 15    6.0   0.2  26.4
1236505 02/09/21 12    5.8   0.3  19.6
1236505 02/09/21 09    5.5   0.0   9.4
1236505 02/09/21 06    5.5   0.1   8.1
1236505 02/09/21 03    5.4  -0.1   9.0
1236505 02/09/21 00    5.5  -0.1  10.8
1236505 01/09/21 21    5.6  -0.5  14.5
1236505 01/09/21 18    6.1   0.3  19.2
1236505 01/09/21 15    5.8  -0.4  21.5
1236505 01/09/21 12    6.2   0.0  20.2
1236505 01/09/21 09    6.2   0.2   9.0
1236505 01/09/21 06    6.0   0.0   7.8
1236505 01/09/21 03    6.0   0.0   9.6
1236505 01/09/21 00    6.0   0.0  11.2
1236505 31/08/21 21    6.0  -0.2  13.3
1236505 31/08/21 18    6.2   0.0  14.4
1236505 31/08/21 15    6.2   0.0  14.0
1236505 31/08/21 12    6.2   0.0  13.3
1236505 31/08/21 09    6.2   0.2  12.5
1236505 31/08/21 06    6.0   0.0  12.8
1236505 31/08/21 03    6.0   0.1  12.7
1236505 31/08/21 00    5.9  -0.1  12.6
1236505 30/08/21 21    6.0   0.1  13.8
1236505 30/08/21 18    5.9  -0.2  17.1
1236505 30/08/21 15    6.1   0.1  18.8
1236505 30/08/21 12    6.0   0.0  20.8
1236505 30/08/21 09    6.0   0.2  10.6
1236505 30/08/21 06    5.8   0.0   9.6
1236505 30/08/21 03    5.8  -0.2   9.9
1236505 30/08/21 00    6.0   0.0  10.9
1236505 29/08/21 21    6.0  -0.7  13.5
1236505 29/08/21 18    6.7  -0.5  17.6
1236505 29/08/21 15    7.2   0.0  18.4
1236505 29/08/21 12    7.2   0.2  15.4
1236505 29/08/21 09    7.0   0.2  10.8
1236505 29/08/21 06    6.8   0.0  10.0
1236505 29/08/21 03    6.8   0.0  10.3
1236505 29/08/21 00    6.8   0.0  10.0
1236505 28/08/21 21    6.8  -0.1  12.5
1236505 28/08/21 18    6.9  -0.1  13.7
1236505 28/08/21 15    7.0  -0.3  15.6
1236505 28/08/21 12    7.3   0.1  13.0
1236505 28/08/21 09    7.2   0.2  10.8
1236505 28/08/21 06    7.0   0.0  10.4
1236505 28/08/21 03    7.0   0.0  10.4
1236505 28/08/21 00    7.0   0.1  11.2
1236505 27/08/21 21    6.9   0.1  11.7
1236505 27/08/21 18    6.8   0.0  13.7
1236505 27/08/21 15    6.8   0.0  15.2
1236505 27/08/21 12    6.8   0.1  13.8
1236505 27/08/21 09    6.7   0.0  10.9
1236505 27/08/21 06    6.7   0.1  10.5
1236505 27/08/21 03    6.6   0.0  10.6
1236505 27/08/21 00    6.6  -0.1  11.2
1236505 26/08/21 21    6.7  -0.1  11.6
1236505 26/08/21 18    6.8  -0.2  12.8
1236505 26/08/21 15    7.0  -0.2  18.1
1236505 26/08/21 12    7.2   0.1  15.2
1236505 26/08/21 09    7.1   0.1  12.8
1236505 26/08/21 06    7.0   0.1  12.4
1236505 26/08/21 03    6.9  -0.1  13.0
1236505 26/08/21 00    7.0   0.0  14.0
1236505 25/08/21 21    7.0  -0.6  15.8
1236505 25/08/21 18    7.6  -0.6  19.3
1236505 25/08/21 15    8.2   0.0  23.2
1236505 25/08/21 12    8.2   0.4  18.9
1236505 25/08/21 09    7.8   0.2   9.5
1236505 25/08/21 06    7.6   0.0   8.6
1236505 25/08/21 03    7.6   0.0   8.7
1236505 25/08/21 00    7.6  -0.1  10.2
1236505 24/08/21 21    7.7  -0.5  13.2
1236505 24/08/21 18    8.2   0.0  16.3
1236505 24/08/21 15    8.2  -0.6  15.7
1236505 24/08/21 12    8.8   0.1  14.6
1236505 24/08/21 09    8.7   0.3  12.5
1236505 24/08/21 06    8.4   0.0  12.4
1236505 24/08/21 03    8.4   0.0  12.0
1236505 24/08/21 00    8.4  -0.1  12.2
1236505 23/08/21 21    8.5   0.1  13.1
1236505 23/08/21 18    8.4   0.1  15.4
1236505 23/08/21 15    8.3   0.1  15.6
1236505 23/08/21 12    8.2   0.0  14.1
1236505 23/08/21 09    8.2   0.4  14.9
1236505 23/08/21 06    7.8   0.0  13.3
1236505 23/08/21 03    7.8   0.0  13.1
1236505 23/08/21 00    7.8  -0.1  13.6
1236505 22/08/21 21    7.9   0.1  16.6
1236505 22/08/21 18    7.8  -0.2  18.9
1236505 22/08/21 15    8.0   0.0  20.6
1236505 22/08/21 12    8.0   0.0  17.4
1236505 22/08/21 09    8.0   0.7  13.7
1236505 22/08/21 06    7.3   0.0  12.7
1236505 22/08/21 03    7.3  -0.1  13.2
1236505 22/08/21 00    7.4  -0.1  14.7
1236505 21/08/21 21    7.5  -0.3  18.4
1236505 21/08/21 18    7.8  -0.2  23.2
1236505 21/08/21 15    8.0  -0.1  27.2
1236505 21/08/21 12    8.1   0.5  24.2
1236505 21/08/21 09    7.6   0.1  12.5
1236505 21/08/21 06    7.5   0.0  11.7
1236505 21/08/21 03    7.5  -0.1  11.6
1236505 21/08/21 00    7.6   0.0  14.1
1236505 20/08/21 21    7.6  -0.4  17.0
1236505 20/08/21 18    8.0  -0.2  19.7
1236505 20/08/21 15    8.2  -0.6  18.4
1236505 20/08/21 12    8.8   0.2  19.0
1236505 20/08/21 09    8.6   0.3  15.2
1236505 20/08/21 06    8.3   0.0  14.6
1236505 20/08/21 03    8.3  -0.1  14.8
1236505 20/08/21 00    8.4   0.0  15.2
1236505 19/08/21 21    8.4  -0.1  16.7
1236505 19/08/21 18    8.5  -0.5  18.7
1236505 19/08/21 15    9.0  -0.2  18.7
1236505 19/08/21 12    9.2   0.0  19.7
1236505 19/08/21 09    9.2   0.6  15.2
1236505 19/08/21 06    8.6   0.0  14.1
1236505 19/08/21 03    8.6   0.0  14.0
1236505 19/08/21 00    8.6   0.0  14.4
1236505 18/08/21 21    8.6  -0.2  15.4
1236505 18/08/21 18    8.8  -0.5  17.3
1236505 18/08/21 15    9.3   0.3  16.8
1236505 18/08/21 12    9.0   0.2  14.0
1236505 18/08/21 09    8.8   0.4  12.4
1236505 18/08/21 06    8.4  -0.1  11.1
1236505 18/08/21 03    8.5   0.0  11.2
1236505 18/08/21 00    8.5  -0.1  12.3
1236505 17/08/21 21    8.6  -0.1  13.6
1236505 17/08/21 18    8.7  -0.1  15.4
1236505 17/08/21 15    8.8   0.3  16.2
1236505 17/08/21 12    8.5   0.2  13.0
1236505 17/08/21 09    8.3  -0.1  10.4
1236505 17/08/21 06    8.4  -0.2  10.0
1236505 17/08/21 03    8.6  -0.2  10.5
1236505 17/08/21 00    8.8  -0.1  13.1
1236505 16/08/21 21    8.9  -0.3  17.6
1236505 16/08/21 18    9.2   0.0  22.1
1236505 16/08/21 15    9.2   0.0  23.7
1236505 16/08/21 12    9.2  -0.2  22.8
1236505 16/08/21 09    9.4   1.0  17.8
1236505 16/08/21 06    8.4   0.0  15.4
1236505 16/08/21 03    8.4  -0.2  16.0
1236505 16/08/21 00    8.6  -0.2  17.7
1236505 15/08/21 21    8.8  -0.2  22.4
1236505 15/08/21 18    9.0  -0.2  26.8
1236505 15/08/21 15    9.2   0.2  30.4
1236505 15/08/21 12    9.0  -0.6  29.8
1236505 15/08/21 09    9.6   0.9  14.2
1236505 15/08/21 06    8.7  -0.1  11.6
1236505 15/08/21 03    8.8  -0.2  13.3
1236505 15/08/21 00    9.0  -0.2  16.0
1236505 14/08/21 21    9.2  -0.4  21.6
1236505 14/08/21 18    9.6   0.0  28.5
1236505 14/08/21 15    9.6  -0.4  31.2
1236505 14/08/21 12   10.0  -0.3  28.9
1236505 14/08/21 09   10.3   1.4  18.4
1236505 14/08/21 06    8.9  -0.1  16.1
1236505 14/08/21 03    9.0  -0.2  17.5
1236505 14/08/21 00    9.2  -0.2  19.0
1236505 13/08/21 21    9.4   0.0  23.2
1236505 13/08/21 18    9.4  -0.1  28.1
1236505 13/08/21 15    9.5  -0.5  31.5
1236505 13/08/21 12   10.0  -1.6  30.3
1236505 13/08/21 09   11.6   1.4  16.3
1236505 13/08/21 06   10.2  -0.1  12.9
1236505 13/08/21 03   10.3  -0.1  13.5
1236505 13/08/21 00   10.4  -0.1  15.6
1236505 12/08/21 21   10.5  -0.1  19.8
1236505 12/08/21 18   10.6  -0.4  24.4
1236505 12/08/21 15   11.0  -0.3  26.7
1236505 12/08/21 12   11.3  -0.3  26.0
1236505 12/08/21 09   11.6   1.2  14.5
1236505 12/08/21 06   10.4  -0.2  10.8
1236505 12/08/21 03   10.6   0.0  12.4
1236505 12/08/21 00   10.6  -0.1  14.7
1236505 11/08/21 21   10.7  -0.2  18.8
1236505 11/08/21 18   10.9  -0.1  24.2
1236505 11/08/21 15   11.0  -0.2  27.0
1236505 11/08/21 12   11.2  -0.6  27.1
1236505 11/08/21 09   11.8   1.2  14.7
1236505 11/08/21 06   10.6   0.0  10.9
1236505 11/08/21 03   10.6   0.0  12.3
1236505 11/08/21 00   10.6  -0.2  14.2
1236505 10/08/21 21   10.8  -0.3  19.2
1236505 10/08/21 18   11.1   0.1  24.4
1236505 10/08/21 15   11.0  -0.2  26.5
1236505 10/08/21 12   11.2  -0.2  25.6
1236505 10/08/21 09   11.4   0.9  13.9
1236505 10/08/21 06   10.5  -0.1  10.8
1236505 10/08/21 03   10.6   0.0  11.9
1236505 10/08/21 00   10.6  -0.2  13.7
1236505 09/08/21 21   10.8  -0.2  18.0
1236505 09/08/21 18   11.0  -0.3  23.0
1236505 09/08/21 15   11.3  -0.3  25.1
1236505 09/08/21 12   11.6   0.2  22.0
1236505 09/08/21 09   11.4   0.4  11.9
1236505 09/08/21 06   11.0  -0.1   8.8
1236505 09/08/21 03   11.1  -0.1  10.8
1236505 09/08/21 00   11.2   0.0  13.6
1236505 08/08/21 21   11.2  -0.4  17.6
1236505 08/08/21 18   11.6  -0.5  21.4
1236505 08/08/21 15   12.1  -0.2  23.6
1236505 08/08/21 12   12.3  -0.2  21.2
1236505 08/08/21 09   12.5   0.8  14.7
1236505 08/08/21 06   11.7  -0.1  13.7
1236505 08/08/21 03   11.8  -0.2  14.0
1236505 08/08/21 00   12.0   0.0  14.5
1236505 07/08/21 21   12.0   0.0  15.6
1236505 07/08/21 18   12.0   0.5  19.2
1236505 07/08/21 15   11.5  -1.1  26.0
1236505 07/08/21 12   12.6  -0.6  25.1
1236505 07/08/21 09   13.2   0.8  14.2
1236505 07/08/21 06   12.4   0.0   9.7
1236505 07/08/21 03   12.4  -0.1  11.5
1236505 07/08/21 00   12.5  -0.1  12.8
1236505 06/08/21 21   12.6  -0.4  16.4
1236505 06/08/21 18   13.0  -0.4  20.8
1236505 06/08/21 15   13.4  -0.1  20.4
1236505 06/08/21 12   13.5   0.2  18.7
1236505 06/08/21 09   13.3   0.5  14.0
1236505 06/08/21 06   12.8   0.0  13.3
1236505 06/08/21 03   12.8   0.0  13.6
1236505 06/08/21 00   12.8   0.0  13.8
1236505 05/08/21 21   12.8  -0.3  16.2
1236505 05/08/21 18   13.1  -0.2  18.9
1236505 05/08/21 15   13.3  -0.1  17.6
1236505 05/08/21 12   13.4   0.1  20.4
1236505 05/08/21 09   13.3   0.9  14.4
1236505 05/08/21 06   12.4  -0.2  13.5
1236505 05/08/21 03   12.6   0.0  13.6
1236505 05/08/21 00   12.6   0.0  14.4
1236505 04/08/21 21   12.6   0.0  16.9
1236505 04/08/21 18   12.6  -0.4  19.6
1236505 04/08/21 15   13.0  -0.5  23.6
1236505 04/08/21 12   13.5   0.0  19.6
1236505 04/08/21 09   13.5   0.6  14.0
1236505 04/08/21 06   12.9  -0.1  12.2
1236505 04/08/21 03   13.0   0.2  12.2
1236505 04/08/21 00   12.8   0.0  11.9
1236505 03/08/21 21   12.8   0.0  13.2
1236505 03/08/21 18   12.8  -0.5  20.8
1236505 03/08/21 15   13.3  -0.3  22.4
1236505 03/08/21 12   13.6   0.3  20.3
1236505 03/08/21 09   13.3   0.6  12.7
1236505 03/08/21 06   12.7  -0.1  11.4
1236505 03/08/21 03   12.8   0.0  10.6
1236505 03/08/21 00   12.8   0.0  11.8
1236505 02/08/21 21   12.8  -0.4  15.1
1236505 02/08/21 18   13.2  -0.3  18.0
1236505 02/08/21 15   13.5  -0.2  22.4
1236505 02/08/21 12   13.7   0.1  18.6
1236505 02/08/21 09   13.6   0.6  14.3
1236505 02/08/21 06   13.0  -0.1  12.8
1236505 02/08/21 03   13.1  -0.1  12.4
1236505 02/08/21 00   13.2   0.1  13.4
1236505 01/08/21 21   13.1   0.0  16.0
1236505 01/08/21 18   13.1  -0.2  19.3
1236505 01/08/21 15   13.3  -0.1  16.4
1236505 01/08/21 12   13.4  -0.5  15.5
1236505 01/08/21 09   13.9   0.3  13.0
1236505 01/08/21 06   13.6  -0.2  12.8
1236505 01/08/21 03   13.8  -0.1  12.3
1236505 01/08/21 00   13.9  -0.1  14.8
1236505 31/07/21 21   14.0  -0.3  19.0
1236505 31/07/21 18   14.3   0.3  24.4
1236505 31/07/21 15   14.0   0.1  26.6
1236505 31/07/21 12   13.9  -0.5  25.2
1236505 31/07/21 09   14.4   0.7  19.4
1236505 31/07/21 06   13.7   0.0  16.4
1236505 31/07/21 03   13.7  -0.1  16.2
1236505 31/07/21 00   13.8  -0.1  18.0
1236505 30/07/21 21   13.9   0.0  22.0
1236505 30/07/21 18   13.9   0.4  28.1
1236505 30/07/21 15   13.5  -0.7  29.2
1236505 30/07/21 12   14.2  -0.9  26.7
